CV1_air_0_col_0_cycle_count,CV1_air_0_col_0_stability_observed,CV1_air_0_col_0_settling_time_s,CV1_air_1_col_0_cycle_count,CV1_air_1_col_0_stability_observed,CV1_air_1_col_0_settling_time_s,CTB_air_0_col_0_cycle_count,CTB_air_0_col_0_stability_observed,CTB_air_0_col_0_settling_time_s,CTB_air_1_col_0_cycle_count,CTB_air_1_col_0_stability_observed,CTB_air_1_col_0_settling_time_s,CTR_air_0_col_0_cycle_count,CTR_air_0_col_0_stability_observed,CTR_air_0_col_0_settling_time_s,CTR_air_1_col_0_cycle_count,CTR_air_1_col_0_stability_observed,CTR_air_1_col_0_settling_time_s,VRY_air_0_col_0_cycle_count,VRY_air_0_col_0_stability_observed,VRY_air_0_col_0_settling_time_s,VRY_air_0_col_1_cycle_count,VRY_air_0_col_1_stability_observed,VRY_air_0_col_1_settling_time_s,VRY_air_1_col_0_cycle_count,VRY_air_1_col_0_stability_observed,VRY_air_1_col_0_settling_time_s,VRY_air_1_col_1_cycle_count,VRY_air_1_col_1_stability_observed,VRY_air_1_col_1_settling_time_s,SMG_air_0_col_0_cycle_count,SMG_air_0_col_0_stability_observed,SMG_air_0_col_0_settling_time_s,SMG_air_1_col_0_cycle_count,SMG_air_1_col_0_stability_observed,SMG_air_1_col_0_settling_time_s,CV1_water_0_col_0_cycle_count,CV1_water_0_col_0_stability_observed,CV1_water_0_col_0_settling_time_s,CV1_water_1_col_0_cycle_count,CV1_water_1_col_0_stability_observed,CV1_water_1_col_0_settling_time_s,CV1_water_2_col_0_cycle_count,CV1_water_2_col_0_stability_observed,CV1_water_2_col_0_settling_time_s,CV1_water_3_col_0_cycle_count,CV1_water_3_col_0_stability_observed,CV1_water_3_col_0_settling_time_s,CTB_water_0_col_0_cycle_count,CTB_water_0_col_0_stability_observed,CTB_water_0_col_0_settling_time_s,CTB_water_1_col_0_cycle_count,CTB_water_1_col_0_stability_observed,CTB_water_1_col_0_settling_time_s,CTB_water_2_col_0_cycle_count,CTB_water_2_col_0_stability_observed,CTB_water_2_col_0_settling_time_s,CTB_water_3_col_0_cycle_count,CTB_water_3_col_0_stability_observed,CTB_water_3_col_0_settling_time_s,CTR_water_0_col_0_cycle_count,CTR_water_0_col_0_stability_observed,CTR_water_0_col_0_settling_time_s,CTR_water_1_col_0_cycle_count,CTR_water_1_col_0_stability_observed,CTR_water_1_col_0_settling_time_s,CTR_water_2_col_0_cycle_count,CTR_water_2_col_0_stability_observed,CTR_water_2_col_0_settling_time_s,CTR_water_3_col_0_cycle_count,CTR_water_3_col_0_stability_observed,CTR_water_3_col_0_settling_time_s,VRY_water_0_col_0_cycle_count,VRY_water_0_col_0_stability_observed,VRY_water_0_col_0_settling_time_s,VRY_water_0_col_1_cycle_count,VRY_water_0_col_1_stability_observed,VRY_water_0_col_1_settling_time_s,VRY_water_1_col_0_cycle_count,VRY_water_1_col_0_stability_observed,VRY_water_1_col_0_settling_time_s,VRY_water_1_col_1_cycle_count,VRY_water_1_col_1_stability_observed,VRY_water_1_col_1_settling_time_s,VRY_water_2_col_0_cycle_count,VRY_water_2_col_0_stability_observed,VRY_water_2_col_0_settling_time_s,VRY_water_2_col_1_cycle_count,VRY_water_2_col_1_stability_observed,VRY_water_2_col_1_settling_time_s,VRY_water_3_col_0_cycle_count,VRY_water_3_col_0_stability_observed,VRY_water_3_col_0_settling_time_s,VRY_water_3_col_1_cycle_count,VRY_water_3_col_1_stability_observed,VRY_water_3_col_1_settling_time_s,SMG_water_0_col_0_cycle_count,SMG_water_0_col_0_stability_observed,SMG_water_0_col_0_settling_time_s,SMG_water_1_col_0_cycle_count,SMG_water_1_col_0_stability_observed,SMG_water_1_col_0_settling_time_s,SMG_water_2_col_0_cycle_count,SMG_water_2_col_0_stability_observed,SMG_water_2_col_0_settling_time_s,SMG_water_3_col_0_cycle_count,SMG_water_3_col_0_stability_observed,SMG_water_3_col_0_settling_time_s,sample_id_key,fault_id,pump_id,sample_id,pump_id_key,fault_type
51.0,0.0,0.6200051526594371,47.0,0.0,0.6200051526594371,51.0,0.0,0.6200042136419777,49.0,0.0,0.6200042136419777,43.0,0.0,0.6199954151327589,45.0,0.0,0.6199954151327589,47.0,0.0,0.6199990418870991,47.0,0.0,0.6199990418870991,47.0,0.0,0.6199990418870991,50.0,1.0,0.40594301463836824,49.0,0.0,0.6200021069400063,44.0,0.0,0.6200021069400063,45.0,0.0,0.6200029051244703,47.0,0.0,0.6200029051244703,47.0,0.0,0.6200029051244703,49.0,0.0,0.6200029051244703,48.0,0.0,0.619998030258693,48.0,0.0,0.619998030258693,49.0,0.0,0.619998030258693,46.0,0.0,0.619998030258693,46.0,1.0,0.5141106722540402,47.0,0.0,0.6200093549448994,47.0,0.0,0.6200093549448994,48.0,0.0,0.6200093549448994,47.0,1.0,0.11025543792557262,47.0,1.0,0.5066526163199819,46.0,1.0,0.07953695588758358,49.0,0.0,0.6199982967499751,49.0,0.0,0.6199982967499751,51.0,1.0,0.15392350760113307,46.0,0.0,0.6199982967499751,51.0,0.0,0.6199982967499751,46.0,0.0,0.6200007326711975,47.0,0.0,0.6200007326711975,49.0,1.0,0.21137529820495557,48.0,0.0,0.6200007326711975,00000001000_@2@2,00000001000_,2,2,00000001000_@2,single
44.0,0.0,0.6199917489355804,45.0,0.0,0.6199917489355804,47.0,0.0,0.6199939616269408,43.0,0.0,0.6199939616269408,47.0,0.0,0.6200070038413098,47.0,0.0,0.6200070038413098,44.0,1.0,0.38045002315591114,50.0,0.0,0.6200035133106565,44.0,0.0,0.6200035133106565,46.0,1.0,0.34283843561858224,46.0,0.0,0.620005321470809,45.0,0.0,0.620005321470809,42.0,1.0,0.48116506199552517,48.0,0.0,0.6199933795201233,49.0,0.0,0.6199933795201233,48.0,0.0,0.6199933795201233,46.0,0.0,0.6199967504439764,48.0,0.0,0.6199967504439764,46.0,0.0,0.6199967504439764,47.0,0.0,0.6199967504439764,46.0,0.0,0.6199896582201238,46.0,0.0,0.6199896582201238,47.0,0.0,0.6199896582201238,44.0,0.0,0.6199896582201238,46.0,0.0,0.6200066526056518,44.0,0.0,0.6200066526056518,46.0,1.0,0.23525231656658022,49.0,0.0,0.6200066526056518,42.0,0.0,0.6200066526056518,50.0,0.0,0.6200066526056518,47.0,0.0,0.6200066526056518,51.0,0.0,0.6200066526056518,45.0,0.0,0.6200001994463703,47.0,0.0,0.6200001994463703,43.0,0.0,0.6200001994463703,47.0,0.0,0.6200001994463703,00000001000_@2@3,00000001000_,2,3,00000001000_@2,single
46.0,0.0,0.6199824037082854,48.0,0.0,0.6199824037082854,47.0,0.0,0.6199968503487369,47.0,0.0,0.6199968503487369,46.0,0.0,0.62000608648468,45.0,0.0,0.62000608648468,48.0,0.0,0.6200058283912235,51.0,1.0,0.3349295358353495,48.0,1.0,0.5513051766072762,50.0,1.0,0.4855979367622744,48.0,1.0,0.38359510328867025,51.0,0.0,0.6199934310094687,45.0,1.0,0.4907528725764379,50.0,0.0,0.6200118482561799,47.0,0.0,0.6200118482561799,51.0,0.0,0.6200118482561799,44.0,0.0,0.6200077654017369,45.0,0.0,0.6200077654017369,48.0,0.0,0.6200077654017369,46.0,0.0,0.6200077654017369,44.0,1.0,0.4145876805015447,48.0,0.0,0.6200000386594764,44.0,0.0,0.6200000386594764,44.0,0.0,0.6200000386594764,45.0,0.0,0.6199927007649514,49.0,0.0,0.6199927007649514,45.0,0.0,0.6199927007649514,47.0,0.0,0.6199927007649514,46.0,0.0,0.6199927007649514,51.0,0.0,0.6199927007649514,46.0,0.0,0.6199927007649514,51.0,0.0,0.6199927007649514,46.0,1.0,0.496631380527512,47.0,0.0,0.6200087019923632,47.0,1.0,0.5623045327069974,45.0,0.0,0.6200087019923632,00000001000_@2@4,00000001000_,2,4,00000001000_@2,single
43.0,0.0,0.6200093763674205,42.0,0.0,0.6200093763674205,46.0,0.0,0.6199970212652037,46.0,0.0,0.6199970212652037,45.0,0.0,0.6200022601082803,46.0,0.0,0.6200022601082803,48.0,0.0,0.6199969514728156,49.0,0.0,0.6199969514728156,48.0,0.0,0.6199969514728156,50.0,1.0,0.56218313851306,49.0,1.0,0.3255459307232057,48.0,0.0,0.6199958505987995,44.0,0.0,0.6199901198618125,45.0,0.0,0.6199901198618125,44.0,0.0,0.6199901198618125,47.0,0.0,0.6199901198618125,48.0,0.0,0.6200099328687999,48.0,0.0,0.6200099328687999,47.0,0.0,0.6200099328687999,43.0,0.0,0.6200099328687999,45.0,0.0,0.6200080084570112,47.0,0.0,0.6200080084570112,45.0,1.0,0.19142187911463457,46.0,0.0,0.6200080084570112,46.0,0.0,0.6200085316172829,47.0,0.0,0.6200085316172829,46.0,1.0,0.472924065278519,48.0,0.0,0.6200085316172829,45.0,0.0,0.6200085316172829,47.0,0.0,0.6200085316172829,46.0,1.0,0.3327997802462215,51.0,1.0,0.44961298185527476,48.0,0.0,0.6200050411925241,45.0,0.0,0.6200050411925241,44.0,0.0,0.6200050411925241,48.0,0.0,0.6200050411925241,00000001000_@2@5,00000001000_,2,5,00000001000_@2,single
44.0,0.0,0.6200032276910067,43.0,0.0,0.6200032276910067,43.0,0.0,0.6199937601181541,45.0,0.0,0.6199937601181541,46.0,0.0,0.6200056385312832,46.0,0.0,0.6200056385312832,46.0,1.0,0.21922906373261367,44.0,0.0,0.6199928586257006,43.0,0.0,0.6199928586257006,45.0,1.0,0.3824855304131202,43.0,0.0,0.6199975421075291,42.0,0.0,0.6199975421075291,45.0,0.0,0.6200125261243435,46.0,1.0,0.2998311653047407,49.0,1.0,0.28861627653560123,46.0,1.0,0.4988026024737771,44.0,0.0,0.6199926769931746,45.0,0.0,0.6199926769931746,46.0,0.0,0.6199926769931746,48.0,0.0,0.6199926769931746,44.0,0.0,0.6199940411428954,47.0,0.0,0.6199940411428954,47.0,1.0,0.2998728942734822,45.0,0.0,0.6199940411428954,46.0,1.0,0.3538702551211506,44.0,1.0,0.47004888758529384,45.0,0.0,0.6199995227733394,44.0,1.0,0.5278071057514448,45.0,1.0,0.011073390871344874,45.0,0.0,0.6199995227733394,47.0,0.0,0.6199995227733394,47.0,0.0,0.6199995227733394,47.0,1.0,0.34233923112778814,45.0,0.0,0.6200083225149555,46.0,1.0,0.33902169442830304,44.0,0.0,0.6200083225149555,00000001000_@3@1,00000001000_,3,1,00000001000_@3,single
45.0,0.0,0.6199945146214878,48.0,1.0,0.1850702299564947,42.0,0.0,0.6199986623686256,42.0,0.0,0.6199986623686256,47.0,0.0,0.6200053760964229,46.0,0.0,0.6200053760964229,46.0,1.0,0.4233291829218212,44.0,1.0,0.4972951273035265,48.0,1.0,0.40183386376469377,46.0,0.0,0.6199837951080539,46.0,1.0,0.27282383362206536,44.0,0.0,0.620002582942905,44.0,0.0,0.6199937341388225,45.0,0.0,0.6199937341388225,43.0,1.0,0.2471358238159543,47.0,1.0,0.06384527819952292,45.0,0.0,0.6200009669927665,47.0,1.0,0.3189590859689028,49.0,0.0,0.6200009669927665,44.0,0.0,0.6200009669927665,45.0,0.0,0.6199911226188939,45.0,0.0,0.6199911226188939,47.0,0.0,0.6199911226188939,48.0,0.0,0.6199911226188939,46.0,0.0,0.6199846609862845,44.0,0.0,0.6199846609862845,46.0,0.0,0.6199846609862845,42.0,1.0,0.24874406826687395,47.0,1.0,0.12610044501583542,45.0,1.0,0.20215052384136697,46.0,0.0,0.6199846609862845,45.0,0.0,0.6199846609862845,48.0,0.0,0.6199915556933694,44.0,1.0,0.07913113326170215,48.0,1.0,0.15166800541826245,46.0,0.0,0.6199915556933694,00000001000_@3@2,00000001000_,3,2,00000001000_@3,single
44.0,0.0,0.6200160037352782,43.0,0.0,0.6200160037352782,45.0,0.0,0.6199945643160187,45.0,0.0,0.6199945643160187,46.0,0.0,0.6199915980428976,46.0,0.0,0.6199915980428976,46.0,1.0,0.26318371263000345,43.0,1.0,0.41735206150618515,46.0,0.0,0.6199880518350795,45.0,1.0,0.2796096762226401,51.0,1.0,0.40849114488728694,45.0,1.0,0.52773441957818,43.0,1.0,0.4892987860609041,43.0,0.0,0.6200184056326463,43.0,1.0,0.26511259774059,45.0,1.0,0.22452013001096008,45.0,0.0,0.619990145170286,46.0,1.0,0.17429721959454517,45.0,0.0,0.619990145170286,48.0,0.0,0.619990145170286,45.0,1.0,0.5310509434539172,47.0,0.0,0.6200006322067523,44.0,0.0,0.6200006322067523,47.0,0.0,0.6200006322067523,47.0,1.0,0.38873879711474374,46.0,0.0,0.6200040041375129,48.0,1.0,0.43153572890719255,45.0,0.0,0.6200040041375129,47.0,1.0,0.0466942468869502,48.0,1.0,0.543491620065274,47.0,1.0,0.45175764685035996,46.0,1.0,0.28748213890477453,47.0,0.0,0.6200085842679477,47.0,0.0,0.6200085842679477,48.0,1.0,0.41205091946225003,44.0,1.0,0.47065022364476894,00000001000_@3@3,00000001000_,3,3,00000001000_@3,single
48.0,0.0,0.6200041253460618,47.0,0.0,0.6200041253460618,47.0,0.0,0.6199944637171929,44.0,0.0,0.6199944637171929,46.0,0.0,0.6199950647132841,43.0,0.0,0.6199950647132841,47.0,0.0,0.6200158701714695,48.0,0.0,0.6200158701714695,44.0,0.0,0.6200158701714695,46.0,1.0,0.1876243014100597,47.0,0.0,0.6199908758553886,42.0,1.0,0.30718995094209917,46.0,0.0,0.6200109384369039,47.0,0.0,0.6200109384369039,44.0,1.0,0.3945659255872435,45.0,0.0,0.6200109384369039,48.0,1.0,0.47038689056003186,45.0,0.0,0.6200050632468913,49.0,0.0,0.6200050632468913,48.0,0.0,0.6200050632468913,45.0,0.0,0.6199920616965248,48.0,0.0,0.6199920616965248,48.0,0.0,0.6199920616965248,45.0,0.0,0.6199920616965248,47.0,1.0,0.17796449070631967,49.0,0.0,0.6200053224607266,46.0,0.0,0.6200053224607266,45.0,1.0,0.12497258280369347,45.0,0.0,0.6200053224607266,45.0,1.0,0.2696699313266978,44.0,0.0,0.6200053224607266,44.0,1.0,0.4599624006075868,46.0,0.0,0.6200057040534114,45.0,0.0,0.6200057040534114,47.0,1.0,0.3263946609847529,44.0,0.0,0.6200057040534114,00000001000_@3@4,00000001000_,3,4,00000001000_@3,single
45.0,0.0,0.6200032654542156,46.0,1.0,0.180004543451922,45.0,0.0,0.6200007618332284,46.0,0.0,0.6200007618332284,44.0,0.0,0.6200000323637689,47.0,0.0,0.6200000323637689,47.0,1.0,0.09848339677375408,46.0,0.0,0.6200152930146086,44.0,1.0,0.42514389088781857,47.0,0.0,0.6200152930146086,49.0,0.0,0.6200103552590384,46.0,0.0,0.6200103552590384,48.0,0.0,0.6199977724908111,46.0,0.0,0.6199977724908111,48.0,0.0,0.6199977724908111,45.0,0.0,0.6199977724908111,45.0,0.0,0.6200017975912276,45.0,1.0,0.2741676270778289,46.0,0.0,0.6200017975912276,49.0,0.0,0.6200017975912276,49.0,0.0,0.6200032784430491,45.0,1.0,0.16313045021359554,46.0,0.0,0.6200032784430491,46.0,0.0,0.6200032784430491,48.0,0.0,0.619982216330781,47.0,0.0,0.619982216330781,48.0,1.0,0.11369954225164107,47.0,1.0,0.04942659480557765,47.0,0.0,0.619982216330781,46.0,1.0,0.30188808648908577,46.0,0.0,0.619982216330781,45.0,0.0,0.619982216330781,47.0,1.0,0.44456974347041656,47.0,1.0,0.29176116815269165,47.0,0.0,0.620006120102504,44.0,0.0,0.620006120102504,00000001000_@3@5,00000001000_,3,5,00000001000_@3,single
47.0,0.0,0.619998874072406,45.0,0.0,0.619998874072406,44.0,1.0,0.39691794159828464,44.0,0.0,0.6199911058259215,45.0,1.0,0.45796499830416526,44.0,0.0,0.6199966883305736,41.0,0.0,0.6199975851816076,38.0,1.0,0.33575716408468753,44.0,0.0,0.6199975851816076,46.0,0.0,0.6199975851816076,44.0,0.0,0.6200042250035208,43.0,0.0,0.6200042250035208,46.0,1.0,0.46293834974832554,46.0,0.0,0.6199861658871832,46.0,0.0,0.6199861658871832,44.0,0.0,0.6199861658871832,44.0,0.0,0.6200046470093413,45.0,0.0,0.6200046470093413,44.0,1.0,0.5511927249902094,43.0,0.0,0.6200046470093413,45.0,1.0,0.5067149426863149,44.0,1.0,0.5316228119013353,47.0,0.0,0.620009574360611,47.0,0.0,0.620009574360611,45.0,0.0,0.6200001733333858,46.0,1.0,0.5557659211411882,45.0,0.0,0.6200001733333858,47.0,0.0,0.6200001733333858,46.0,0.0,0.6200001733333858,43.0,0.0,0.6200001733333858,46.0,1.0,0.10153274531295312,47.0,0.0,0.6200001733333858,47.0,1.0,0.3002953099631189,46.0,0.0,0.6200067351363486,46.0,1.0,0.26176850157991016,46.0,0.0,0.6200067351363486,00000010000_@1@1,00000010000_,1,1,00000010000_@1,single
45.0,0.0,0.6200033837087167,45.0,0.0,0.6200033837087167,42.0,0.0,0.6199911058259215,47.0,0.0,0.6199911058259215,44.0,0.0,0.6199994499995417,45.0,0.0,0.6199994499995417,46.0,1.0,0.15789476132557234,42.0,0.0,0.6199998518516324,43.0,0.0,0.6199998518516324,43.0,1.0,0.2512611692758064,51.0,1.0,0.2721151391572754,48.0,0.0,0.6200077904836101,44.0,1.0,0.3631434598894449,49.0,0.0,0.6199974083712894,49.0,0.0,0.6199974083712894,48.0,1.0,0.38659840793749084,47.0,1.0,0.41708263745002355,43.0,0.0,0.6200070957277087,45.0,0.0,0.6200070957277087,46.0,0.0,0.6200070957277087,46.0,0.0,0.6200021258123292,46.0,1.0,0.06653651120282243,46.0,0.0,0.6200021258123292,46.0,0.0,0.6200021258123292,46.0,0.0,0.6200170063687898,47.0,0.0,0.6200170063687898,47.0,0.0,0.6200170063687898,49.0,0.0,0.6200170063687898,49.0,0.0,0.6200170063687898,48.0,1.0,0.18068983081510023,46.0,0.0,0.6200170063687898,47.0,0.0,0.6200170063687898,48.0,0.0,0.619994516035048,45.0,0.0,0.619994516035048,45.0,1.0,0.40744241143106513,45.0,1.0,0.4985424004580902,00000010000_@1@2,00000010000_,1,2,00000010000_@1,single
46.0,1.0,0.4180814327132336,46.0,0.0,0.6200162118758694,42.0,0.0,0.6200010991675826,46.0,0.0,0.6200010991675826,46.0,0.0,0.6199966883305736,47.0,0.0,0.6199966883305736,43.0,0.0,0.6199975851816076,43.0,0.0,0.6199975851816076,43.0,1.0,0.06816343431619898,41.0,0.0,0.6199975851816076,47.0,0.0,0.6199994628566314,45.0,0.0,0.6199994628566314,45.0,0.0,0.6200025885279344,46.0,1.0,0.40838671639898183,45.0,0.0,0.6200025885279344,45.0,0.0,0.6200025885279344,42.0,0.0,0.6200039994878632,47.0,0.0,0.6200039994878632,46.0,0.0,0.6200039994878632,45.0,1.0,0.00018456772385773057,45.0,0.0,0.6199952823923559,45.0,0.0,0.6199952823923559,46.0,0.0,0.6199952823923559,47.0,0.0,0.6199952823923559,47.0,1.0,0.26848785832965405,44.0,0.0,0.6199969212111882,46.0,0.0,0.6199969212111882,43.0,0.0,0.6199969212111882,47.0,0.0,0.6199969212111882,43.0,0.0,0.6199969212111882,46.0,1.0,0.06543289982815147,45.0,1.0,0.3392449840136315,46.0,0.0,0.6200077614428399,46.0,0.0,0.6200077614428399,48.0,1.0,0.17736964060714244,43.0,0.0,0.6200077614428399,00000010000_@1@3,00000010000_,1,3,00000010000_@1,single
44.0,0.0,0.6200009185198793,45.0,0.0,0.6200009185198793,42.0,1.0,0.3069610058008382,46.0,0.0,0.6200101566751306,44.0,1.0,0.4052273410227842,46.0,0.0,0.6200048533373778,46.0,0.0,0.6199914873947961,46.0,0.0,0.6199914873947961,47.0,0.0,0.6199914873947961,47.0,0.0,0.6199914873947961,50.0,0.0,0.6200077904836101,50.0,1.0,0.3555865786538845,42.0,1.0,0.5434129591978168,42.0,1.0,0.2175877418876719,46.0,0.0,0.6200100759721167,42.0,1.0,0.26454752389070507,45.0,0.0,0.6200033300860394,45.0,0.0,0.6200033300860394,44.0,1.0,0.2273161000540342,43.0,0.0,0.6200033300860394,44.0,0.0,0.620003792650221,46.0,1.0,0.439032394535452,45.0,1.0,0.15934744535853765,45.0,0.0,0.620003792650221,45.0,0.0,0.6200002245455226,46.0,0.0,0.6200002245455226,47.0,0.0,0.6200002245455226,45.0,1.0,0.2333034073646689,44.0,0.0,0.6200002245455226,44.0,1.0,0.15273238961587565,47.0,1.0,0.497087190632482,46.0,0.0,0.6200002245455226,47.0,0.0,0.6200077614428399,48.0,1.0,0.21145063629741195,46.0,0.0,0.6200077614428399,46.0,0.0,0.6200077614428399,00000010000_@1@4,00000010000_,1,4,00000010000_@1,single
45.0,0.0,0.6200157452085114,44.0,0.0,0.6200157452085114,42.0,0.0,0.619996369163641,42.0,0.0,0.619996369163641,48.0,0.0,0.6200086416738682,43.0,0.0,0.6200086416738682,41.0,1.0,0.19899029480043673,39.0,1.0,0.37180055081563085,44.0,0.0,0.6199975851816076,44.0,0.0,0.6199975851816076,49.0,1.0,0.5383967746635949,47.0,0.0,0.6200045476233788,44.0,0.0,0.6200172117882827,45.0,0.0,0.6200172117882827,41.0,1.0,0.11003414760748763,42.0,1.0,0.27849613100655224,46.0,0.0,0.62000263880387,46.0,1.0,0.43691928955885295,47.0,0.0,0.62000263880387,46.0,0.0,0.62000263880387,45.0,0.0,0.6200098509418548,46.0,0.0,0.6200098509418548,48.0,0.0,0.6200098509418548,46.0,0.0,0.6200098509418548,45.0,0.0,0.6200086251541288,46.0,0.0,0.6200086251541288,45.0,0.0,0.6200086251541288,46.0,0.0,0.6200086251541288,46.0,1.0,0.03261463533776828,47.0,0.0,0.6200086251541288,47.0,0.0,0.6200086251541288,47.0,0.0,0.6200086251541288,47.0,0.0,0.6199916738723736,47.0,0.0,0.6199916738723736,47.0,1.0,0.21482416681516517,43.0,0.0,0.6199916738723736,00000010000_@1@5,00000010000_,1,5,00000010000_@1,single
43.0,0.0,0.6200033837087165,46.0,0.0,0.6200033837087165,42.0,0.0,0.6200010991675826,43.0,0.0,0.6200010991675826,44.0,0.0,0.6199922916602431,45.0,0.0,0.6199922916602431,45.0,1.0,0.3399230591452728,40.0,1.0,0.3738236427016929,42.0,0.0,0.6200064518614101,40.0,0.0,0.6200064518614101,39.0,1.0,0.30168974640812196,40.0,0.0,0.6200022366685305,44.0,1.0,0.45946041161563156,42.0,0.0,0.6200010232561313,44.0,1.0,0.527501169457727,45.0,1.0,0.44371023618922056,46.0,1.0,0.4120537326587577,44.0,0.0,0.620007808206463,45.0,1.0,0.5316022108721729,47.0,1.0,0.33804069778473467,42.0,0.0,0.6199946676913961,43.0,0.0,0.6199946676913961,46.0,0.0,0.6199946676913961,47.0,0.0,0.6199946676913961,48.0,1.0,0.1796650835348738,46.0,0.0,0.6199969212111882,43.0,1.0,0.22093701361727686,46.0,1.0,0.1552838009950912,46.0,0.0,0.6199969212111882,45.0,0.0,0.6199969212111882,45.0,0.0,0.6199969212111882,47.0,0.0,0.6199969212111882,44.0,0.0,0.6200077614428399,44.0,0.0,0.6200077614428399,45.0,0.0,0.6200077614428399,44.0,0.0,0.6200077614428399,00000010000_@2@1,00000010000_,2,1,00000010000_@2,single
45.0,0.0,0.6199914577651225,43.0,0.0,0.6199914577651225,44.0,0.0,0.6199915666596388,44.0,0.0,0.6199915666596388,45.0,0.0,0.6199922916602431,44.0,0.0,0.6199922916602431,41.0,1.0,0.112378233152938,41.0,1.0,0.18645320956031047,41.0,1.0,0.2550982223677368,42.0,1.0,0.3889761762610019,47.0,1.0,0.23628689170180162,48.0,0.0,0.6199929714218776,43.0,0.0,0.6200060564359864,46.0,1.0,0.09750693907191908,45.0,0.0,0.6200060564359864,48.0,0.0,0.6200060564359864,45.0,1.0,0.3458132804809026,46.0,0.0,0.6200033300860393,47.0,0.0,0.6200033300860393,46.0,1.0,0.047817169883276896,45.0,1.0,0.5110626948825119,43.0,0.0,0.6200031164107891,44.0,0.0,0.6200031164107891,45.0,0.0,0.6200031164107891,47.0,0.0,0.6199884824207522,45.0,0.0,0.6199884824207522,45.0,0.0,0.6199884824207522,48.0,1.0,0.1616515241368255,42.0,1.0,0.4889196790665694,44.0,0.0,0.6199884824207522,45.0,0.0,0.6199884824207522,45.0,0.0,0.6199884824207522,45.0,0.0,0.6199913830615105,44.0,0.0,0.6199913830615105,44.0,1.0,0.1300407967641075,46.0,0.0,0.6199913830615105,00000010000_@2@2,00000010000_,2,2,00000010000_@2,single
45.0,1.0,0.186324502702967,43.0,0.0,0.6200089318650843,43.0,0.0,0.6200101566751306,45.0,0.0,0.6200101566751306,48.0,1.0,0.5338565982138318,45.0,0.0,0.6200032400027,44.0,0.0,0.6199902444299917,42.0,1.0,0.2746643224656629,45.0,0.0,0.6199902444299917,44.0,1.0,0.4060559067494915,42.0,1.0,0.21433403277836066,43.0,0.0,0.6199903083252569,43.0,0.0,0.6200181147342991,46.0,0.0,0.6200181147342991,46.0,0.0,0.6200181147342991,48.0,0.0,0.6200181147342991,44.0,0.0,0.6200070957277086,44.0,1.0,0.28871482678885924,45.0,0.0,0.6200070957277086,44.0,0.0,0.6200070957277086,44.0,0.0,0.6200031164107892,46.0,0.0,0.6200031164107892,45.0,0.0,0.6200031164107892,45.0,0.0,0.6200031164107892,44.0,0.0,0.6200033606070791,44.0,1.0,0.515113639731406,46.0,0.0,0.6200033606070791,44.0,1.0,0.24009970093930333,47.0,0.0,0.6200033606070791,42.0,1.0,0.5480432788009936,46.0,0.0,0.6200033606070791,46.0,1.0,0.35917562793200847,44.0,1.0,0.33140214565804427,46.0,0.0,0.61999627171104,45.0,0.0,0.61999627171104,44.0,0.0,0.61999627171104,00000010000_@2@3,00000010000_,2,3,00000010000_@2,single
45.0,0.0,0.6200162340981246,43.0,0.0,0.6200162340981246,43.0,1.0,0.5346941455784546,44.0,0.0,0.6199915666596388,46.0,1.0,0.35712238093531745,46.0,0.0,0.6200098916749097,42.0,0.0,0.6199998518516323,39.0,1.0,0.26991246505550376,41.0,1.0,0.4302623085367534,38.0,0.0,0.6199998518516323,37.0,1.0,0.527793874828229,38.0,0.0,0.6200022366685305,40.0,1.0,0.4285935161530282,43.0,0.0,0.6199941330214366,42.0,1.0,0.17256460110530267,41.0,0.0,0.6199941330214366,44.0,1.0,0.4800380205193197,44.0,0.0,0.6199910352121427,45.0,0.0,0.6199910352121427,43.0,1.0,0.14774184679347807,43.0,1.0,0.5519225004995727,44.0,0.0,0.6200082423945713,42.0,1.0,0.13519971644439596,44.0,0.0,0.6200082423945713,45.0,0.0,0.6200170063687898,45.0,1.0,0.4002799525090765,44.0,1.0,0.2386545701983546,45.0,0.0,0.6200170063687898,43.0,0.0,0.6200170063687898,44.0,1.0,0.22939784375692235,45.0,0.0,0.6200170063687898,44.0,0.0,0.6200170063687898,45.0,1.0,0.3398282451942784,45.0,1.0,0.24051601234522746,44.0,0.0,0.6200079951365757,43.0,0.0,0.6200079951365757,00000010000_@2@4,00000010000_,2,4,00000010000_@2,single
