0,1,2,key
57553,246975,520954,30000000000_5_3_AC1
78812,339536,716644,30000000000_5_3_CV1
62312,267398,564031,30000000000_5_3_GYR
141986,609303,1285225,30000000000_5_3_CTR
143611,616277,1299936,30000000000_5_3_CTB
79500,342500,722900,30000000000_5_3_VRY
129326,589637,1191919,30000000000_5_4_SMG
55107,251249,507887,30000000000_5_4_AC1
75960,346325,700076,30000000000_5_4_CV1
59599,271730,549287,30000000000_5_4_GYR
136098,620511,1254329,30000000000_5_4_CTR
137580,627270,1267993,30000000000_5_4_CTB
76700,349700,706900,30000000000_5_4_VRY
151974,579190,1156015,30000000000_5_5_SMG
64948,247524,494037,30000000000_5_5_AC1
89265,340198,679008,30000000000_5_5_CV1
70482,268612,536127,30000000000_5_5_GYR
160011,609816,1217143,30000000000_5_5_CTR
161759,616481,1230445,30000000000_5_5_CTB
90000,343000,684600,30000000000_5_5_VRY
161953,655730,1173606,30000000000_6_1_SMG
69045,279556,500341,30000000000_6_1_AC1
95311,385905,690682,30000000000_6_1_CV1
75108,304103,544275,30000000000_6_1_GYR
170606,690767,1236314,30000000000_6_1_CTR
172465,698291,1249781,30000000000_6_1_CTB
96100,389100,696401,30000000000_6_1_VRY
156131,557417,1070321,30000000000_6_2_SMG
66497,237407,455855,30000000000_6_2_AC1
91408,327453,629155,30000000000_6_2_CV1
72412,258523,496401,30000000000_6_2_GYR
164478,587216,1127540,30000000000_6_2_CTR
166183,593305,1139232,30000000000_6_2_CTB
92600,330600,634800,30000000000_6_2_VRY
107250,710002,1376228,30000000000_6_3_SMG
45656,302242,585848,30000000000_6_3_AC1
63056,417432,809127,30000000000_6_3_CV1
49425,327194,624990,30000000000_6_3_GYR
113042,748347,1399990,30000000000_6_3_CTR
114151,755689,1399990,30000000000_6_3_CTB
63700,421700,817400,30000000000_6_3_VRY
170290,631033,1298350,30000000000_6_4_SMG
72530,268769,552991,30000000000_6_4_AC1
100023,370650,762613,30000000000_6_4_CV1
78478,290812,598345,30000000000_6_4_GYR
179201,664056,1366295,30000000000_6_4_CTR
181355,672036,1382715,30000000000_6_4_CTB
100900,373900,769300,30000000000_6_4_VRY
54816,516691,1130832,30000000000_6_5_SMG
23336,219958,481401,30000000000_6_5_AC1
32121,302761,662624,30000000000_6_5_CV1
25262,238117,521144,30000000000_6_5_GYR
57623,543149,1188739,30000000000_6_5_CTR
58346,549957,1203639,30000000000_6_5_CTB
32400,305400,668401,30000000000_6_5_VRY
94471,571884,1059756,40000000000_2_1_SMG
40216,243446,451129,40000000000_2_1_AC1
55515,336062,622756,40000000000_2_1_CV1
43536,263544,488373,40000000000_2_1_GYR
99411,601792,1115178,40000000000_2_1_CTR
100497,608365,1127359,40000000000_2_1_CTB
56000,339000,628200,40000000000_2_1_VRY
71702,584094,1098854,40000000000_2_2_SMG
30523,248644,467773,40000000000_2_2_AC1
42135,343238,645732,40000000000_2_2_CV1
33380,269501,506712,40000000000_2_2_GYR
76225,615414,1157095,40000000000_2_2_CTR
76315,621680,1169564,40000000000_2_2_CTB
42400,345400,649800,40000000000_2_2_VRY
40865,501852,1032240,40000000000_2_3_SMG
17396,213634,439416,40000000000_2_3_AC1
24026,295054,606886,40000000000_2_3_CV1
19282,232959,478804,40000000000_2_3_GYR
43775,528871,1086997,40000000000_2_3_CTR
43496,534164,1098702,40000000000_2_3_CTB
24201,297200,611300,40000000000_2_3_VRY
76061,545943,1070927,40000000000_2_4_SMG
32380,232411,455899,40000000000_2_4_AC1
44698,320829,629340,40000000000_2_4_CV1
35034,251462,493270,40000000000_2_4_GYR
80041,574514,1126973,40000000000_2_4_CTR
80913,580770,1139243,40000000000_2_4_CTB
45000,323000,633601,40000000000_2_4_VRY
82436,567583,1065532,40000000000_2_5_SMG
34779,241298,453267,40000000000_2_5_AC1
48009,333093,625699,40000000000_2_5_CV1
38193,262961,493661,40000000000_2_5_GYR
86800,597628,1121937,40000000000_2_5_CTR
87651,603492,1132944,40000000000_2_5_CTB
48500,336500,632100,40000000000_2_5_VRY
69299,539180,1072105,40000000000_3_1_SMG
29544,229864,457062,40000000000_3_1_AC1
40703,316688,629703,40000000000_3_1_CV1
32482,250411,497580,40000000000_3_1_GYR
73661,567871,1128391,40000000000_3_1_CTR
73684,573292,1139935,40000000000_3_1_CTB
41000,319000,634300,40000000000_3_1_VRY
45851,516199,1078418,40000000000_3_2_SMG
19518,219736,459062,40000000000_3_2_AC1
26957,303480,634016,40000000000_3_2_CV1
21254,239281,499894,40000000000_3_2_GYR
48277,543510,1135475,40000000000_3_2_CTR
48777,549147,1147250,40000000000_3_2_CTB
27100,305100,637400,40000000000_3_2_VRY
107693,508803,939068,40000000000_3_3_SMG
43830,207075,382186,40000000000_3_3_AC1
63375,299419,552620,40000000000_3_3_CV1
49603,234351,432528,40000000000_3_3_GYR
113391,535721,988751,40000000000_3_3_CTR
114567,541277,999004,40000000000_3_3_CTB
63900,301900,557200,40000000000_3_3_VRY
84700,495232,1040917,40000000000_3_4_SMG
36056,210811,443099,40000000000_3_4_AC1
49413,291009,612142,40000000000_3_4_CV1
39263,229562,482511,40000000000_3_4_GYR
89231,521721,1096595,40000000000_3_4_CTR
90106,526840,1107353,40000000000_3_4_CTB
49700,292700,615701,40000000000_3_4_VRY
68017,528774,1009278,40000000000_3_5_SMG
28955,225102,429655,40000000000_3_5_AC1
39971,310740,593113,40000000000_3_5_CV1
31345,243678,465110,40000000000_3_5_GYR
71537,556139,1061509,40000000000_3_5_CTR
72356,562504,1073659,40000000000_3_5_CTB
40300,313300,598000,40000000000_3_5_VRY
83836,570620,986754,40000000000_4_1_SMG
35794,243625,421291,40000000000_4_1_AC1
49241,335155,579571,40000000000_4_1_CV1
38922,264918,458113,40000000000_4_1_GYR
88269,600794,1038932,40000000000_4_1_CTR
89230,607339,1050250,40000000000_4_1_CTB
49600,337600,583800,40000000000_4_1_VRY
113024,615726,1145587,40000000000_4_2_SMG
48186,262503,488400,40000000000_4_2_AC1
66420,361837,673215,40000000000_4_2_CV1
52003,283297,527088,40000000000_4_2_GYR
119132,649002,1207499,40000000000_4_2_CTR
120364,655713,1219985,40000000000_4_2_CTB
67001,365000,679100,40000000000_4_2_VRY
51919,522061,1033467,40000000000_4_3_SMG
22417,222743,440652,40000000000_4_3_AC1
30479,306473,606690,40000000000_4_3_CV1
24067,242003,479067,40000000000_4_3_GYR
54609,549108,1087009,40000000000_4_3_CTR
55204,555089,1098850,40000000000_4_3_CTB
30700,308700,611101,40000000000_4_3_VRY
35072,495383,1057873,40000000000_4_4_SMG
14959,211292,451207,40000000000_4_4_AC1
20600,290964,621344,40000000000_4_4_CV1
16223,229148,489336,40000000000_4_4_GYR
36154,520836,1113105,40000000000_4_4_CTR
37310,527000,1125391,40000000000_4_4_CTB
20800,293800,627400,40000000000_4_4_VRY
42302,502399,1005978,40000000000_4_5_SMG
18043,214284,429071,40000000000_4_5_AC1
24870,295367,591427,40000000000_4_5_CV1
19464,231159,462861,40000000000_4_5_GYR
44468,528122,1057484,40000000000_4_5_CTR
45002,534466,1070186,40000000000_4_5_CTB
25100,298100,596900,40000000000_4_5_VRY
39743,535252,1007930,40000000000_5_1_SMG
16934,228063,429464,40000000000_5_1_AC1
23331,314216,591699,40000000000_5_1_CV1
18316,246671,464505,40000000000_5_1_GYR
41823,563274,1060699,40000000000_5_1_CTR
42257,569115,1071698,40000000000_5_1_CTB
23500,316500,596001,40000000000_5_1_VRY
65455,559734,1049122,40000000000_5_2_SMG
27932,238859,447699,40000000000_5_2_AC1
38445,328761,616204,40000000000_5_2_CV1
30341,259461,486314,40000000000_5_2_GYR
68879,589022,1104016,40000000000_5_2_CTR
69632,595459,1116081,40000000000_5_2_CTB
38800,331800,621901,40000000000_5_2_VRY
42087,554223,1055710,40000000000_5_3_SMG
17960,236507,450510,40000000000_5_3_AC1
24756,325996,620973,40000000000_5_3_CV1
19375,255142,486006,40000000000_5_3_GYR
44291,583242,1110988,40000000000_5_3_CTR
44750,589287,1122502,40000000000_5_3_CTB
24900,327900,624600,40000000000_5_3_VRY
94719,681230,1172181,40000000000_5_4_SMG
40340,290126,499214,40000000000_5_4_AC1
55659,400307,688801,40000000000_5_4_CV1
43967,314114,540246,40000000000_5_4_GYR
98952,716169,1232823,40000000000_5_4_CTR
100658,723950,1245688,40000000000_5_4_CTB
56200,404200,695500,40000000000_5_4_VRY
93681,596686,1042133,40000000000_5_5_SMG
39916,254235,444030,40000000000_5_5_AC1
54966,350097,611456,40000000000_5_5_CV1
43129,274703,479778,40000000000_5_5_GYR
261542,724368,1134234,40000000000_5_5_CTR
99618,634499,1108175,40000000000_5_5_CTB
55500,353500,617400,40000000000_5_5_VRY
64274,533249,1069197,40000000000_6_1_SMG
27442,227671,456494,40000000000_6_1_AC1
37770,313360,628305,40000000000_6_1_CV1
29636,245877,492998,40000000000_6_1_GYR
67674,561461,1125764,40000000000_6_1_CTR
68340,566986,1136842,40000000000_6_1_CTB
38100,316100,633800,40000000000_6_1_VRY
65223,533746,1077940,40000000000_6_2_SMG
27819,227655,459766,40000000000_6_2_AC1
38309,313497,633130,40000000000_6_2_CV1
30202,247153,499145,40000000000_6_2_GYR
68527,560783,1132543,40000000000_6_2_CTR
69386,567812,1146739,40000000000_6_2_CTB
38700,316700,639600,40000000000_6_2_VRY
72374,549799,1094031,40000000000_6_3_SMG
30824,234156,465941,40000000000_6_3_AC1
42488,322766,642263,40000000000_6_3_CV1
33530,254718,506855,40000000000_6_3_GYR
76161,578568,1151277,40000000000_6_3_CTR
76993,584891,1163859,40000000000_6_3_CTB
42900,325900,648500,40000000000_6_3_VRY
52711,530819,1018895,40000000000_6_4_SMG
22439,225967,433739,40000000000_6_4_AC1
31005,312230,599319,40000000000_6_4_CV1
24408,245798,471804,40000000000_6_4_GYR
55440,558305,1071653,40000000000_6_4_CTR
56077,564718,1083964,40000000000_6_4_CTB
31200,314200,603100,40000000000_6_4_VRY
105952,582651,1067604,40000000000_6_5_SMG
45238,248769,455825,40000000000_6_5_AC1
62233,342232,627079,40000000000_6_5_CV1
48880,268797,492523,40000000000_6_5_GYR
111616,613799,1124677,40000000000_6_5_CTR
112774,620164,1136340,40000000000_6_5_CTB
62900,345900,633800,40000000000_6_5_VRY
30734,533961,968289,01000000000_1_1_SMG
13057,226846,411364,01000000000_1_1_AC1
18034,313304,568148,01000000000_1_1_CV1
14157,245955,446017,01000000000_1_1_GYR
32328,561639,1018480,01000000000_1_1_CTR
32663,567463,1029042,01000000000_1_1_CTB
18200,316201,573401,01000000000_1_1_VRY
31854,466682,957464,01000000000_1_2_SMG
12964,189923,389655,01000000000_1_2_AC1
18682,273701,561536,01000000000_1_2_CV1
14751,216103,443367,01000000000_1_2_GYR
33487,490605,1006547,01000000000_1_2_CTR
33871,496224,1018074,01000000000_1_2_CTB
18900,276901,568100,01000000000_1_2_VRY
64853,465763,945507,01000000000_1_3_SMG
27676,198758,403482,01000000000_1_3_AC1
38147,273964,556151,01000000000_1_3_CV1
30031,215674,437821,01000000000_1_3_GYR
68360,490947,996632,01000000000_1_3_CTR
69031,495767,1006415,01000000000_1_3_CTB
38500,276500,561300,01000000000_1_3_VRY
40659,484355,858545,01000000000_1_4_SMG
17359,206785,366537,01000000000_1_4_AC1
23880,284478,504252,01000000000_1_4_CV1
19066,223655,396194,01000000000_1_4_GYR
43468,509910,903282,01000000000_1_4_CTR
43989,516020,914106,01000000000_1_4_CTB
24100,287101,508901,01000000000_1_4_VRY
28344,472053,871559,01000000000_1_5_SMG
12089,201332,371722,01000000000_1_5_AC1
16655,277372,512117,01000000000_1_5_CV1
13084,217897,402306,01000000000_1_5_GYR
29829,496780,917213,01000000000_1_5_CTR
30155,502215,927248,01000000000_1_5_CTB
16800,279800,516600,01000000000_1_5_VRY
54907,482333,1013658,01000000000_2_1_SMG
23385,205423,431712,01000000000_2_1_AC1
32219,283028,594805,01000000000_2_1_CV1
25317,222400,467390,01000000000_2_1_GYR
57750,507307,1066145,01000000000_2_1_CTR
58411,513117,1078354,01000000000_2_1_CTB
32500,285500,600000,01000000000_2_1_VRY
97095,549639,1131868,01000000000_2_2_SMG
41353,234094,482068,01000000000_2_2_AC1
56976,322533,664190,01000000000_2_2_CV1
44769,253431,521887,01000000000_2_2_GYR
102176,578404,1191102,01000000000_2_2_CTR
103346,585028,1204744,01000000000_2_2_CTB
57500,325500,670300,01000000000_2_2_VRY
65180,602155,1201607,01000000000_2_3_SMG
27761,256460,511770,01000000000_2_3_AC1
38284,353676,705765,01000000000_2_3_CV1
30069,277786,554325,01000000000_2_3_GYR
68516,632968,1263096,01000000000_2_3_CTR
69375,640902,1278928,01000000000_2_3_CTB
38600,356600,711600,01000000000_2_3_VRY
113815,566371,1120752,01000000000_2_4_SMG
48744,241395,477392,01000000000_2_4_AC1
66817,332495,657951,01000000000_2_4_CV1
52742,261193,516545,01000000000_2_4_GYR
120371,596114,1178898,01000000000_2_4_CTR
121147,602856,1192950,01000000000_2_4_CTB
67400,335400,663700,01000000000_2_4_VRY
122471,515522,1024464,01000000000_2_5_SMG
52341,220322,437832,01000000000_2_5_AC1
72040,303242,602613,01000000000_2_5_CV1
56321,237073,471120,01000000000_2_5_GYR
129089,543382,1079828,01000000000_2_5_CTR
130428,549020,1091032,01000000000_2_5_CTB
72600,305600,607300,01000000000_2_5_VRY
36998,422178,966498,01000000000_3_1_SMG
15781,180072,412242,01000000000_3_1_AC1
21732,247974,567691,01000000000_3_1_CV1
17105,195176,446819,01000000000_3_1_GYR
38976,444748,1018168,01000000000_3_1_CTR
39379,449344,1028690,01000000000_3_1_CTB
21900,249900,572101,01000000000_3_1_VRY
123823,567494,1129084,01000000000_3_2_SMG
52762,241814,481112,01000000000_3_2_AC1
72728,333319,663169,01000000000_3_2_CV1
57429,263202,523665,01000000000_3_2_GYR
130163,596549,1186891,01000000000_3_2_CTR
131800,604052,1201818,01000000000_3_2_CTB
73400,336400,669301,01000000000_3_2_VRY
107587,575645,1070643,01000000000_3_3_SMG
45800,245055,455778,01000000000_3_3_AC1
63193,338116,628863,01000000000_3_3_CV1
49607,265422,493657,01000000000_3_3_GYR
113217,605771,1126673,01000000000_3_3_CTR
114574,613030,1140174,01000000000_3_3_CTB
63900,341900,635900,01000000000_3_3_VRY
45944,481602,987844,01000000000_3_4_SMG
19275,204823,420434,01000000000_3_4_AC1
26607,282744,580379,01000000000_3_4_CV1
21252,222769,456935,01000000000_3_4_GYR
48373,507069,1040080,01000000000_3_4_CTR
48902,512610,1051447,01000000000_3_4_CTB
26800,284800,584600,01000000000_3_4_VRY
40765,483787,995368,01000000000_3_5_SMG
17371,206146,424134,01000000000_3_5_AC1
23955,284285,584902,01000000000_3_5_CV1
18817,223305,459439,01000000000_3_5_GYR
42946,509664,1048608,01000000000_3_5_CTR
43391,514952,1059488,01000000000_3_5_CTB
24200,287200,590900,01000000000_3_5_VRY
140894,634697,1038671,00100000000_1_1_SMG
60242,271376,444103,00100000000_1_1_AC1
82793,372963,610348,00100000000_1_1_CV1
65250,292823,478998,00100000000_1_1_GYR
149079,669025,1094387,00100000000_1_1_CTR
150704,676317,1106315,00100000000_1_1_CTB
83600,376600,616300,00100000000_1_1_VRY
95806,557910,1043202,00100000000_1_2_SMG
40785,237499,444086,00100000000_1_2_AC1
56110,326742,610956,00100000000_1_2_CV1
44152,257109,480752,00100000000_1_2_GYR
100715,586494,1096651,00100000000_1_2_CTR
101868,593207,1109203,00100000000_1_2_CTB
56600,329600,616300,00100000000_1_2_VRY
105544,600329,1107780,00100000000_1_3_SMG
44906,255423,471329,00100000000_1_3_AC1
61987,352583,650616,00100000000_1_3_CV1
48640,276662,510521,00100000000_1_3_GYR
111069,631758,1165776,00100000000_1_3_CTR
112221,638310,1177865,00100000000_1_3_CTB
62500,355500,656000,00100000000_1_3_VRY
86795,538465,1073895,00100000000_1_4_SMG
37075,230006,458716,00100000000_1_4_AC1
50979,316268,630754,00100000000_1_4_CV1
39957,247887,494377,00100000000_1_4_GYR
91390,566972,1130750,00100000000_1_4_CTR
92386,573152,1143074,00100000000_1_4_CTB
51500,319500,637201,00100000000_1_4_VRY
108981,527359,1031943,00100000000_1_5_SMG
46414,224594,439488,00100000000_1_5_AC1
63664,309627,606269,00100000000_1_5_CV1
50199,242910,475329,00100000000_1_5_GYR
114627,554680,1085406,00100000000_1_5_CTR
115880,560742,1097268,00100000000_1_5_CTB
64600,312601,611700,00100000000_1_5_VRY
85526,479348,977965,00100000000_2_1_SMG
36426,204157,416520,00100000000_2_1_AC1
50235,281555,574426,00100000000_2_1_CV1
39644,222195,453321,00100000000_2_1_GYR
90048,504696,1029678,00100000000_2_1_CTR
91080,510479,1041477,00100000000_2_1_CTB
50600,283600,578600,00100000000_2_1_VRY
63863,449066,957938,00100000000_2_2_SMG
27173,191069,407585,00100000000_2_2_AC1
37528,263881,562906,00100000000_2_2_CV1
29604,208162,444047,00100000000_2_2_GYR
67096,471798,1006430,00100000000_2_2_CTR
67939,477728,1019080,00100000000_2_2_CTB
37800,265800,567000,00100000000_2_2_VRY
72769,515779,996184,00100000000_2_3_SMG
31008,219783,424492,00100000000_2_3_AC1
42578,301790,582883,00100000000_2_3_CV1
33446,237063,457867,00100000000_2_3_GYR
76371,541313,1045501,00100000000_2_3_CTR
77454,548986,1060321,00100000000_2_3_CTB
43200,306200,591400,00100000000_2_3_VRY
45638,515530,957872,00100000000_2_4_SMG
19409,219241,407356,00100000000_2_4_AC1
26779,302499,562053,00100000000_2_4_CV1
21022,237461,441211,00100000000_2_4_GYR
48002,542238,1007495,00100000000_2_4_CTR
48526,548164,1018506,00100000000_2_4_CTB
27000,305000,566700,00100000000_2_4_VRY
96444,548312,991413,00100000000_2_5_SMG
41078,233536,422261,00100000000_2_5_AC1
56272,321949,582470,00100000000_2_5_CV1
44683,254032,459319,00100000000_2_5_GYR
101271,575754,1041032,00100000000_2_5_CTR
102596,583289,1054654,00100000000_2_5_CTB
57201,325200,588001,00100000000_2_5_VRY
24052,466391,954983,00100000000_3_1_SMG
10240,198555,406560,00100000000_3_1_AC1
14121,273826,560687,00100000000_3_1_CV1
11084,214922,440075,00100000000_3_1_GYR
25350,491569,1006536,00100000000_3_1_CTR
25626,496924,1017501,00100000000_3_1_CTB
14300,277301,567800,00100000000_3_1_VRY
26279,519835,1048429,00100000000_3_2_SMG
11193,221402,446534,00100000000_3_2_AC1
15443,305477,616101,00100000000_3_2_CV1
12111,239570,483177,00100000000_3_2_GYR
27595,545885,1100968,00100000000_3_2_CTR
27957,553033,1115384,00100000000_3_2_CTB
15600,308601,622400,00100000000_3_2_VRY
52982,515087,947062,00100000000_3_3_SMG
22565,219378,403358,00100000000_3_3_AC1
31135,302696,556549,00100000000_3_3_CV1
24416,237370,436439,00100000000_3_3_GYR
55754,542043,996625,00100000000_3_3_CTR
56393,548251,1008039,00100000000_3_3_CTB
31301,304300,559500,00100000000_3_3_VRY
88234,523495,930751,00100000000_3_4_SMG
37559,222837,396194,00100000000_3_4_AC1
51847,307609,546914,00100000000_3_4_CV1
40873,240934,428123,00100000000_3_4_GYR
93179,549274,976022,00100000000_3_4_CTR
94397,556454,988781,00100000000_3_4_CTB
52300,310300,551700,00100000000_3_4_VRY
86962,707149,1126955,00100000000_3_5_SMG
37056,301329,480216,00100000000_3_5_AC1
51102,415550,662245,00100000000_3_5_CV1
40267,327443,521832,00100000000_3_5_GYR
91314,742541,1183359,00100000000_3_5_CTR
92509,752259,1198845,00100000000_3_5_CTB
51600,419601,668700,00100000000_3_5_VRY
91096,543202,964774,00010000000_1_2_SMG
38780,231238,410699,00010000000_1_2_AC1
53506,319051,566662,00010000000_1_2_CV1
42227,251798,447215,00010000000_1_2_GYR
95866,571644,1015290,00010000000_1_2_CTR
96965,578195,1026924,00010000000_1_2_CTB
54000,322000,571900,00010000000_1_2_VRY
42997,494880,909837,00010000000_1_3_SMG
18340,211082,388074,00010000000_1_3_AC1
25255,290677,534410,00010000000_1_3_CV1
19942,229519,421971,00010000000_1_3_GYR
45222,520491,956923,00010000000_1_3_CTR
45765,526743,968417,00010000000_1_3_CTB
25500,293500,539600,00010000000_1_3_VRY
82876,542731,998712,00010000000_1_4_SMG
35349,231492,425982,00010000000_1_4_AC1
48701,318931,586884,00010000000_1_4_CV1
38172,249974,459992,00010000000_1_4_GYR
86485,570389,1050217,00010000000_1_4_CTR
88162,577352,1062421,00010000000_1_4_CTB
49200,322200,592900,00010000000_1_4_VRY
68186,545822,966073,00010000000_1_5_SMG
29112,233037,412462,00010000000_1_5_AC1
39722,320807,568123,00010000000_1_5_CV1
31390,251270,444734,00010000000_1_5_GYR
71675,573752,1015510,00010000000_1_5_CTR
72576,580964,1028274,00010000000_1_5_CTB
40400,323400,572400,00010000000_1_5_VRY
25823,486581,947170,00010000000_2_2_SMG
11015,207543,403998,00010000000_2_2_AC1
15190,286218,557146,00010000000_2_2_CV1
12226,224337,436370,00010000000_2_2_GYR
27932,512536,996962,00010000000_2_2_CTR
28283,518964,1009465,00010000000_2_2_CTB
15300,288300,561200,00010000000_2_2_VRY
44936,489219,894649,00010000000_2_3_SMG
19149,208475,381244,00010000000_2_3_AC1
26396,287371,525523,00010000000_2_3_CV1
20873,227248,415575,00010000000_2_3_GYR
47386,515897,943435,00010000000_2_3_CTR
47877,521246,953218,00010000000_2_3_CTB
26600,289600,529600,00010000000_2_3_VRY
100849,535223,954445,00010000000_2_4_SMG
42953,227960,406512,00010000000_2_4_AC1
59209,314229,560353,00010000000_2_4_CV1
46747,248090,442410,00010000000_2_4_GYR
105952,562306,1002741,00010000000_2_4_CTR
107339,569665,1015863,00010000000_2_4_CTB
59900,317900,566900,00010000000_2_4_VRY
58265,501142,937452,00010000000_2_5_SMG
24743,212814,398096,00010000000_2_5_AC1
34229,294408,550729,00010000000_2_5_CV1
26991,232146,434259,00010000000_2_5_GYR
61280,527078,985968,00010000000_2_5_CTR
61982,533111,997253,00010000000_2_5_CTB
34600,297600,556700,00010000000_2_5_VRY
85632,495247,917167,00010000000_3_1_SMG
36401,210521,389871,00010000000_3_1_AC1
50331,291087,539075,00010000000_3_1_CV1
39671,229434,424897,00010000000_3_1_GYR
89922,520061,963121,00010000000_3_1_CTR
91050,526579,975193,00010000000_3_1_CTB
50800,293800,544100,00010000000_3_1_VRY
52963,436313,902050,00010000000_3_2_SMG
22617,186321,385206,00010000000_3_2_AC1
31194,256979,531287,00010000000_3_2_CV1
24598,202641,418946,00010000000_3_2_GYR
55818,459826,950662,00010000000_3_2_CTR
56395,464587,960504,00010000000_3_2_CTB
31501,259500,536500,00010000000_3_2_VRY
21050,438666,840791,00010000000_3_3_SMG
8948,186470,357406,00010000000_3_3_AC1
12373,257840,494201,00010000000_3_3_CV1
9757,203328,389719,00010000000_3_3_GYR
22140,461380,884326,00010000000_3_3_CTR
22393,466664,894454,00010000000_3_3_CTB
12500,260500,499300,00010000000_3_3_VRY
22570,591459,916466,00010000000_3_4_SMG
9311,251372,389662,00010000000_3_4_AC1
12834,346517,537150,00010000000_3_4_CV1
10462,274151,424796,00010000000_3_4_GYR
23713,621399,962858,00010000000_3_4_CTR
24011,629209,974961,00010000000_3_4_CTB
13000,351000,544100,00010000000_3_4_VRY
95309,580269,971268,00010000000_3_5_SMG
40598,247170,413720,00010000000_3_5_AC1
55851,340037,569162,00010000000_3_5_CV1
44078,268361,449190,00010000000_3_5_GYR
100404,611289,1023191,00010000000_3_5_CTR
101445,617628,1033801,00010000000_3_5_CTB
56600,344600,576800,00010000000_3_5_VRY
36037,445234,793640,00001000000_1_1_SMG
15296,188973,336848,00001000000_1_1_AC1
21192,261829,466716,00001000000_1_1_CV1
16741,206828,368675,00001000000_1_1_GYR
38026,469812,837452,00001000000_1_1_CTR
38400,474429,845682,00001000000_1_1_CTB
21400,264400,471300,00001000000_1_1_VRY
21050,421829,866053,00001000000_1_2_SMG
8930,178946,367393,00001000000_1_2_AC1
12385,248195,509567,00001000000_1_2_CV1
9757,195516,401412,00001000000_1_2_GYR
22139,443659,910874,00001000000_1_2_CTR
22405,448988,921814,00001000000_1_2_CTB
12500,250500,514300,00001000000_1_2_VRY
58481,492043,889306,00001000000_1_3_SMG
25249,210117,379507,00001000000_1_3_AC1
34427,289660,523524,00001000000_1_3_CV1
27176,228653,413262,00001000000_1_3_GYR
61666,518845,937748,00001000000_1_3_CTR
62305,524220,947462,00001000000_1_3_CTB
34800,292801,529200,00001000000_1_3_VRY
95696,496674,939265,00001000000_1_4_SMG
40638,210916,398866,00001000000_1_4_AC1
56278,292089,552372,00001000000_1_4_CV1
44159,229189,433423,00001000000_1_4_GYR
100648,522377,987873,00001000000_1_4_CTR
101857,528651,999738,00001000000_1_4_CTB
56800,294800,557500,00001000000_1_4_VRY
86724,504342,893501,00001000000_1_5_SMG
36922,214717,380396,00001000000_1_5_AC1
50818,295534,523573,00001000000_1_5_CV1
40241,234018,414590,00001000000_1_5_GYR
91262,530736,940261,00001000000_1_5_CTR
92208,536234,950002,00001000000_1_5_CTB
51500,299500,530600,00001000000_1_5_VRY
82380,501892,888418,00001000000_2_1_SMG
35093,213798,378452,00001000000_2_1_AC1
48246,293932,520300,00001000000_2_1_CV1
37926,231055,409000,00001000000_2_1_GYR
86578,527468,933690,00001000000_2_1_CTR
87683,534198,945603,00001000000_2_1_CTB
48700,296701,525200,00001000000_2_1_VRY
81900,491399,910840,00001000000_2_2_SMG
34933,209593,388494,00001000000_2_2_AC1
47904,287420,532751,00001000000_2_2_CV1
37992,227952,422523,00001000000_2_2_GYR
86401,518401,960890,00001000000_2_2_CTR
87168,523008,969429,00001000000_2_2_CTB
48600,291600,540500,00001000000_2_2_VRY
73859,508915,911090,00001000000_2_3_SMG
31522,217193,388832,00001000000_2_3_AC1
43389,298964,535222,00001000000_2_3_CV1
34240,235925,422366,00001000000_2_3_GYR
77187,536132,960389,00001000000_2_3_CTR
78610,541652,969697,00001000000_2_3_CTB
43800,301800,540301,00001000000_2_3_VRY
67705,479011,924677,00001000000_2_4_SMG
28861,204191,394168,00001000000_2_4_AC1
39627,280360,541203,00001000000_2_4_CV1
31152,220395,425448,00001000000_2_4_GYR
71069,502808,970615,00001000000_2_4_CTR
72019,509531,983593,00001000000_2_4_CTB
40000,283000,546300,00001000000_2_4_VRY
52985,496774,943600,00001000000_2_5_SMG
22626,212134,402938,00001000000_2_5_AC1
30837,289119,549168,00001000000_2_5_CV1
24453,229265,435478,00001000000_2_5_GYR
55823,523379,994134,00001000000_2_5_CTR
56463,529378,1005529,00001000000_2_5_CTB
31400,294400,559200,00001000000_2_5_VRY
59732,495067,900366,00001000000_3_1_SMG
25461,211021,383779,00001000000_3_1_AC1
35068,290646,528591,00001000000_3_1_CV1
27568,228486,415542,00001000000_3_1_GYR
62934,521601,948623,00001000000_3_1_CTR
63575,526913,958285,00001000000_3_1_CTB
35400,293400,533601,00001000000_3_1_VRY
47167,466425,896333,00001000000_3_2_SMG
20093,198691,381825,00001000000_3_2_AC1
27743,274342,527206,00001000000_3_2_CV1
21894,216499,416048,00001000000_3_2_GYR
49601,490490,942579,00001000000_3_2_CTR
50232,496732,954575,00001000000_3_2_CTB
27900,275901,530200,00001000000_3_2_VRY
107550,509385,933843,00001000000_3_3_SMG
45785,216848,397543,00001000000_3_3_AC1
62712,297017,544515,00001000000_3_3_CV1
49607,234950,430728,00001000000_3_3_GYR
113245,536356,983290,00001000000_3_3_CTR
114473,542172,993952,00001000000_3_3_CTB
63700,301700,553100,00001000000_3_3_VRY
76315,587894,919661,00001000000_3_4_SMG
32532,250608,392034,00001000000_3_4_AC1
44390,341954,534928,00001000000_3_4_CV1
35200,271162,424186,00001000000_3_4_GYR
80356,619023,968357,00001000000_3_4_CTR
81174,625328,978219,00001000000_3_4_CTB
