id,indices,key,state
VRY_00000000200_@1@1@water,46344#404095#703130#1037668#1398149,VRY,water
PRS_00000000200_@1@1@water,1697#14798#25748#37997#51197,PRS,water
SMG_00000000200_@1@1@water,77951#679687#1182666#1745358#2351688,SMG,water
WTF_00000000200_@1@1@water,1697#14798#25748#37997#51197,WTF,water
AC1_00000000200_@1@2@air,34110#223365#428903,AC1,air
GYR_00000000200_@1@2@air,36190#236986#455060,GYR,air
CTB_00000000200_@1@2@air,83826#548925#1054044,CTB,air
CTR_00000000200_@1@2@air,82617#541008#1038841,CTR,air
CV1_00000000200_@1@2@air,45521#300315#577033,CV1,air
VRY_00000000200_@1@2@air,46500#304500#584701,VRY,air
SMG_00000000200_@1@2@air,78667#515137#989165,SMG,air
AC1_00000000200_@1@2@water,30244#293571#514007#753396#994779,AC1,water
GYR_00000000200_@1@2@water,32609#313752#549104#804689#1062404,GYR,water
CTB_00000000200_@1@2@water,74137#719640#1260005#1846826#2438537,CTB,water
CTR_00000000200_@1@2@water,74229#714215#1249960#1831765#2418418,CTR,water
CV1_00000000200_@1@2@water,40904#397051#695189#1018959#1345427,CV1,water
VRY_00000000200_@1@2@water,41396#401824#703545#1031207#1361599,VRY,water
PRS_00000000200_@1@2@water,1531#14731#25781#37781#49881,PRS,water
SMG_00000000200_@1@2@water,69656#676141#1183842#1735192#2291136,SMG,water
WTF_00000000200_@1@2@water,1531#14731#25781#37781#49881,WTF,water
AC1_00000000200_@1@3@air,32717#206885#393127,AC1,air
GYR_00000000200_@1@3@air,34785#221662#421496,GYR,air
CTB_00000000200_@1@3@air,79809#508578#967072,CTB,air
CTR_00000000200_@1@3@air,78937#499158#948512,CTR,air
CV1_00000000200_@1@3@air,43942#280014#532453,CV1,air
VRY_00000000200_@1@3@air,44300#282300#536800,VRY,air
SMG_00000000200_@1@3@air,74943#477567#908103,SMG,air
AC1_00000000200_@1@3@water,17918#284984#486279#736404#981546,AC1,water
GYR_00000000200_@1@3@water,19462#304787#519846#787072#1048975,GYR,water
CTB_00000000200_@1@3@water,44673#699614#1193263#1806659#2407836,CTB,water
CTR_00000000200_@1@3@water,44315#693998#1183685#1792157#2388508,CTR,water
CV1_00000000200_@1@3@water,24263#385899#658475#997171#1329121,CV1,water
VRY_00000000200_@1@3@water,24535#390225#665858#1008351#1344022,VRY,water
PRS_00000000200_@1@3@water,914#14315#24414#36964#49264,PRS,water
SMG_00000000200_@1@3@water,41979#657412#1121283#1697678#2262590,SMG,water
WTF_00000000200_@1@3@water,914#14315#24414#36964#49264,WTF,water
AC1_00000000200_@1@4@air,40389#215159#416439,AC1,air
GYR_00000000200_@1@4@air,42806#228036#441363,GYR,air
CTB_00000000200_@1@4@air,99027#527540#1021051,CTB,air
CTR_00000000200_@1@4@air,97778#520890#1008179,CTR,air
CV1_00000000200_@1@4@air,54690#291346#563898,CV1,air
VRY_00000000200_@1@4@air,55000#293000#567100,VRY,air
SMG_00000000200_@1@4@air,92924#495030#958127,SMG,air
AC1_00000000200_@1@4@water,9898#260820#479878#737770#979730,AC1,water
GYR_00000000200_@1@4@water,10585#278912#513167#788948#1047692,GYR,water
CTB_00000000200_@1@4@water,24295#640218#1177928#1810960#2404885,CTB,water
CTR_00000000200_@1@4@water,24084#634653#1167690#1795219#2383983,CTR,water
CV1_00000000200_@1@4@water,13397#353039#649552#998629#1326141,CV1,water
VRY_00000000200_@1@4@water,13568#357524#657802#1011313#1342984,VRY,water
PRS_00000000200_@1@4@water,497#13097#24097#37047#49197,PRS,water
SMG_00000000200_@1@4@water,22830#601599#1106874#1701721#2259820,SMG,water
WTF_00000000200_@1@4@water,497#13097#24097#37047#49197,WTF,water
AC1_00000000200_@1@5@air,33470#237518#420501,AC1,air
GYR_00000000200_@1@5@air,35511#252003#446145,GYR,air
CTB_00000000200_@1@5@air,82150#582972#1032091,CTB,air
CTR_00000000200_@1@5@air,81067#575290#1018490,CTR,air
CV1_00000000200_@1@5@air,44576#318775#564667,CV1,air
VRY_00000000200_@1@5@air,45600#323600#572900,VRY,air
SMG_00000000200_@1@5@air,77191#547780#969786,SMG,air
AC1_00000000200_@1@5@water,41531#279020#507529#791917#1018429,AC1,water
GYR_00000000200_@1@5@water,44323#297779#541650#845158#1086899,GYR,water
CTB_00000000200_@1@5@water,101712#683337#1242968#1939452#2494196,CTB,water
CTR_00000000200_@1@5@water,100882#677766#1232835#1923641#2473862,CTR,water
CV1_00000000200_@1@5@water,56125#377068#685874#1070197#1376306,CV1,water
VRY_00000000200_@1@5@water,56769#381395#693746#1082478#1392101,VRY,water
PRS_00000000200_@1@5@water,2081#13981#25431#39681#51031,PRS,water
SMG_00000000200_@1@5@water,95576#642117#1167991#1822463#2343743,SMG,water
WTF_00000000200_@1@5@water,2081#13981#25431#39681#51031,WTF,water
AC1_00000000200_@2@1@air,40509#225837#420541,AC1,air
GYR_00000000200_@2@1@air,43065#240090#447082,GYR,air
CTB_00000000200_@2@1@air,99378#554037#1031698,CTB,air
CTR_00000000200_@2@1@air,98312#548090#1020623,CTR,air
CV1_00000000200_@2@1@air,53908#300539#559647,CV1,air
VRY_00000000200_@2@1@air,55300#308300#574100,VRY,air
SMG_00000000200_@2@1@air,93368#520531#969305,SMG,air
AC1_00000000200_@2@1@water,41802#295024#520110#826589#1054690,AC1,water
GYR_00000000200_@2@1@water,44290#312583#551066#875786#1117463,GYR,water
CTB_00000000200_@2@1@water,101677#717599#1265086#2010548#2565367,CTB,water
CTR_00000000200_@2@1@water,100847#711743#1254762#1994140#2544432,CTR,water
CV1_00000000200_@2@1@water,56135#396184#698449#1110016#1416329,CV1,water
VRY_00000000200_@2@1@water,56750#400518#706090#1122160#1431824,VRY,water
PRS_00000000200_@2@1@water,2080#14680#25880#41130#52480,PRS,water
SMG_00000000200_@2@1@water,95517#674130#1188452#1888757#2409967,SMG,water
WTF_00000000200_@2@1@water,2080#14680#25880#41130#52480,WTF,water
AC1_00000000200_@2@2@air,43700#231405#431872,AC1,air
GYR_00000000200_@2@2@air,45898#243048#453601,GYR,air
CTB_00000000200_@2@2@air,106179#562260#1049348,CTB,air
CTR_00000000200_@2@2@air,104581#553800#1033558,CTR,air
CV1_00000000200_@2@2@air,58679#310727#579910,CV1,air
VRY_00000000200_@2@2@air,58900#311900#582100,VRY,air
SMG_00000000200_@2@2@air,99766#528299#985965,SMG,air
AC1_00000000200_@2@2@water,10003#261587#497069#750666#985142,AC1,water
GYR_00000000200_@2@2@water,10582#276709#525805#794061#1042092,GYR,water
CTB_00000000200_@2@2@water,24295#635323#1207245#1823162#2392640,CTB,water
CTR_00000000200_@2@2@water,24094#630059#1197242#1808055#2372815,CTR,water
CV1_00000000200_@2@2@water,13414#350763#666523#1006571#1320981,CV1,water
VRY_00000000200_@2@2@water,13560#354598#673810#1017576#1335423,VRY,water
PRS_00000000200_@2@2@water,497#12997#24697#37297#48947,PRS,water
SMG_00000000200_@2@2@water,22824#596843#1134126#1712738#2247725,SMG,water
WTF_00000000200_@2@2@water,497#12997#24697#37297#48947,WTF,water
AC1_00000000200_@2@3@air,19168#195298#409614,AC1,air
GYR_00000000200_@2@3@air,20157#205380#430761,GYR,air
CTB_00000000200_@2@3@air,46572#474527#995265,CTB,air
CTR_00000000200_@2@3@air,46015#468854#983367,CTR,air
CV1_00000000200_@2@3@air,25265#257420#539909,CV1,air
VRY_00000000200_@2@3@air,25900#263901#553500,VRY,air
SMG_00000000200_@2@3@air,43784#446121#935687,SMG,air
AC1_00000000200_@2@3@water,29168#311985#526361#753822#1008457,AC1,water
GYR_00000000200_@2@3@water,31182#330427#557257#797931#1067358,GYR,water
CTB_00000000200_@2@3@water,71555#758265#1278797#1831097#2449381,CTB,water
CTR_00000000200_@2@3@water,70971#752075#1268356#1816148#2429383,CTR,water
CV1_00000000200_@2@3@water,39096#418174#705517#1010397#1351702,CV1,water
VRY_00000000200_@2@3@water,39545#422974#713616#1021996#1367218,VRY,water
PRS_00000000200_@2@3@water,1464#15514#26165#37464#50114,PRS,water
SMG_00000000200_@2@3@water,67247#712616#1201810#1720861#2301922,SMG,water
WTF_00000000200_@2@3@water,1464#15514#26165#37464#50114,WTF,water
AC1_00000000200_@2@4@air,30716#229551#441294,AC1,air
GYR_00000000200_@2@4@air,32467#242633#466445,GYR,air
CTB_00000000200_@2@4@air,74489#556688#1070193,CTB,air
CTR_00000000200_@2@4@air,73601#550045#1057423,CTR,air
CV1_00000000200_@2@4@air,40786#304808#585972,CV1,air
VRY_00000000200_@2@4@air,41400#309400#594801,VRY,air
SMG_00000000200_@2@4@air,70081#523743#1006860,SMG,air
AC1_00000000200_@2@4@water,27781#294317#514586#762012#1012455,AC1,water
GYR_00000000200_@2@4@water,29406#311538#544695#806599#1071696,GYR,water
CTB_00000000200_@2@4@water,67489#715010#1250131#1851226#2459652,CTB,water
CTR_00000000200_@2@4@water,66912#708891#1239432#1835383#2438601,CTR,water
CV1_00000000200_@2@4@water,37266#394808#690286#1022192#1358147,CV1,water
VRY_00000000200_@2@4@water,37699#399396#698308#1034072#1373931,VRY,water
PRS_00000000200_@2@4@water,1381#14631#25581#37881#50331,PRS,water
SMG_00000000200_@2@4@water,63427#671971#1174880#1739792#2311594,SMG,water
WTF_00000000200_@2@4@water,1381#14631#25581#37881#50331,WTF,water
AC1_00000000200_@2@5@air,38798#255737#438692,AC1,air
GYR_00000000200_@2@5@air,41101#269137#461450,GYR,air
CTB_00000000200_@2@5@air,94902#621447#1065505,CTB,air
CTR_00000000200_@2@5@air,93826#614400#1053423,CTR,air
CV1_00000000200_@2@5@air,51268#337937#579697,CV1,air
VRY_00000000200_@2@5@air,52400#345400#592500,VRY,air
SMG_00000000200_@2@5@air,88999#582792#999230,SMG,air
AC1_00000000200_@2@5@water,24488#277421#519269#763132#1014049,AC1,water
GYR_00000000200_@2@5@water,26219#293519#549104#806819#1071989,GYR,water
CTB_00000000200_@2@5@water,59418#673139#1259964#1851680#2460511,CTB,water
CTR_00000000200_@2@5@water,59684#668156#1249962#1836616#2440240,CTR,water
CV1_00000000200_@2@5@water,32814#371742#695816#1022591#1358819,CV1,water
VRY_00000000200_@2@5@water,33173#375808#703428#1033778#1373683,VRY,water
PRS_00000000200_@2@5@water,1231#13781#25782#37881#50332,PRS,water
SMG_00000000200_@2@5@water,55820#632371#1183655#1739533#2311490,SMG,water
WTF_00000000200_@2@5@water,1231#13774#25768#37861#50305,WTF,water
AC1_00000000200_@3@1@air,18404#194308#394160,AC1,air
GYR_00000000200_@3@1@air,19391#204734#415309,GYR,air
CTB_00000000200_@3@1@air,44748#472450#958377,CTB,air
CTR_00000000200_@3@1@air,44239#467077#947478,CTR,air
CV1_00000000200_@3@1@air,24288#256433#520181,CV1,air
VRY_00000000200_@3@1@air,24900#262900#533300,VRY,air
SMG_00000000200_@3@1@air,41839#441745#896091,SMG,air
AC1_00000000200_@3@1@water,11318#271189#499955#738755#976551,AC1,water
GYR_00000000200_@3@1@water,12013#287832#530638#784094#1036484,GYR,water
CTB_00000000200_@3@1@water,27574#660691#1218029#1799812#2379151,CTB,water
CTR_00000000200_@3@1@water,27327#654770#1207113#1783682#2357829,CTR,water
CV1_00000000200_@3@1@water,14797#364435#672224#993512#1313451,CV1,water
VRY_00000000200_@3@1@water,14967#368621#679946#1004925#1328539,VRY,water
PRS_00000000200_@3@1@water,564#13514#24914#36814#48664,PRS,water
SMG_00000000200_@3@1@water,25911#620838#1144558#1691248#2235641,SMG,water
WTF_00000000200_@3@1@water,564#13514#24914#36814#48664,WTF,water
AC1_00000000200_@3@2@air,23607#192332#387105,AC1,air
GYR_00000000200_@3@2@air,24921#203037#408651,GYR,air
CTB_00000000200_@3@2@air,57361#467338#940609,CTB,air
CTR_00000000200_@3@2@air,56287#458589#923001,CTR,air
CV1_00000000200_@3@2@air,31075#256243#516175,CV1,air
VRY_00000000200_@3@2@air,31900#259900#523100,VRY,air
SMG_00000000200_@3@2@air,53701#437518#880591,SMG,air
AC1_00000000200_@3@2@water,24459#285135#513605#767236#1030932,AC1,water
GYR_00000000200_@3@2@water,26209#301917#543561#811817#1090719,GYR,water
CTB_00000000200_@3@2@water,59403#692518#1247411#1863416#2503865,CTB,water
CTR_00000000200_@3@2@water,59668#687367#1237512#1848246#2483215,CTR,water
CV1_00000000200_@3@2@water,32814#382544#689065#1029343#1383125,CV1,water
VRY_00000000200_@3@2@water,33173#386730#696604#1040605#1398257,VRY,water
PRS_00000000200_@3@2@water,1231#14182#25531#38131#51231,PRS,water
SMG_00000000200_@3@2@water,55804#650570#1171851#1750541#2352196,SMG,water
WTF_00000000200_@3@2@water,1231#14182#25531#38131#51231,WTF,water
AC1_00000000200_@3@3@air,25172#204547#400827,AC1,air
GYR_00000000200_@3@3@air,26657#216617#424477,GYR,air
CTB_00000000200_@3@3@air,61124#496697#973318,CTB,air
CTR_00000000200_@3@3@air,60471#491392#962922,CTR,air
CV1_00000000200_@3@3@air,33592#272965#534896,CV1,air
VRY_00000000200_@3@3@air,34100#277100#543000,VRY,air
SMG_00000000200_@3@3@air,57467#466982#915088,SMG,air
AC1_00000000200_@3@3@water,24469#272967#510398#757890#1010413,AC1,water
GYR_00000000200_@3@3@water,26191#288949#540006#801700#1068713,GYR,water
CTB_00000000200_@3@3@water,60183#663965#1240858#1842196#2455756,CTB,water
CTR_00000000200_@3@3@water,59676#658375#1230411#1826686#2435080,CTR,water
CV1_00000000200_@3@3@water,32814#366070#684485#1016391#1355044,CV1,water
VRY_00000000200_@3@3@water,33196#370325#692440#1028204#1370793,VRY,water
PRS_00000000200_@3@3@water,1231#13581#25381#37681#50231,PRS,water
SMG_00000000200_@3@3@water,56545#623831#1165853#1730842#2307314,SMG,water
WTF_00000000200_@3@3@water,1231#13581#25381#37681#50231,WTF,water
AC1_00000000200_@3@4@air,44662#228647#426061,AC1,air
GYR_00000000200_@3@4@air,47239#241842#450648,GYR,air
CTB_00000000200_@3@4@air,108458#555260#1034672,CTB,air
CTR_00000000200_@3@4@air,107023#547912#1020979,CTR,air
CV1_00000000200_@3@4@air,59271#303440#565430,CV1,air
VRY_00000000200_@3@4@air,60200#308200#574300,VRY,air
SMG_00000000200_@3@4@air,101538#519829#968650,SMG,air
AC1_00000000200_@3@4@water,12699#269281#527875#764333#1014878,AC1,water
GYR_00000000200_@3@4@water,13440#285000#558689#808950#1074120,GYR,water
CTB_00000000200_@3@4@water,30849#654182#1282403#1856847#2465513,CTB,water
CTR_00000000200_@3@4@water,30586#648590#1271441#1840975#2444438,CTR,water
CV1_00000000200_@3@4@water,17030#361127#707922#1025031#1361031,CV1,water
VRY_00000000200_@3@4@water,17221#365176#715860#1036524#1376292,VRY,water
PRS_00000000200_@3@4@water,631#13381#26231#37981#50432,PRS,water
SMG_00000000200_@3@4@water,28981#614561#1204733#1744385#2316187,SMG,water
WTF_00000000200_@3@4@water,631#13381#26231#37981#50432,WTF,water
AC1_00000000200_@3@5@air,25175#200882#414463,AC1,air
GYR_00000000200_@3@5@air,26556#211898#437191,GYR,air
CTB_00000000200_@3@5@air,61317#489275#1009478,CTB,air
CTR_00000000200_@3@5@air,60584#483422#997402,CTR,air
CV1_00000000200_@3@5@air,33760#269386#555801,CV1,air
VRY_00000000200_@3@5@air,34100#272100#561400,VRY,air
SMG_00000000200_@3@5@air,57647#459987#949050,SMG,air
AC1_00000000200_@3@5@water,37501#295019#522359#775853#1026329,AC1,water
GYR_00000000200_@3@5@water,39691#312241#552851#821142#1086240,GYR,water
CTB_00000000200_@3@5@water,91105#716718#1269017#1884854#2493360,CTB,water
CTR_00000000200_@3@5@water,90326#710583#1258154#1868720#2472017,CTR,water
CV1_00000000200_@3@5@water,50394#396440#701935#1042575#1379160,CV1,water
VRY_00000000200_@3@5@water,50891#400353#708863#1052865#1392771,VRY,water
PRS_00000000200_@3@5@water,1864#14664#25964#38564#51014,PRS,water
SMG_00000000200_@3@5@water,85621#673571#1192622#1771385#2343259,SMG,water
WTF_00000000200_@3@5@water,1864#14664#25964#38564#51014,WTF,water
AC1_00000001000_@1@1@air,12505#188610#380993,AC1,air
GYR_00000001000_@1@1@air,13173#198685#401344,GYR,air
CTB_00000001000_@1@1@air,30325#457387#923924,CTB,air
CTR_00000001000_@1@1@air,30018#452747#914552,CTR,air
CV1_00000001000_@1@1@air,16715#252102#509248,CV1,air
VRY_00000001000_@1@1@air,16901#254900#514900,VRY,air
SMG_00000001000_@1@1@air,28459#429239#867066,SMG,air
AC1_00000001000_@1@1@water,9205#246861#496602#758427#1003133,AC1,water
GYR_00000001000_@1@1@water,9733#261026#525097#801945#1060692,GYR,water
CTB_00000001000_@1@1@water,22318#598580#1204142#1839006#2432360,CTB,water
CTR_00000001000_@1@1@water,22148#594011#1194952#1824971#2413796,CTR,water
CV1_00000001000_@1@1@water,12342#331009#665879#1016953#1345072,CV1,water
VRY_00000001000_@1@1@water,12471#334457#672816#1027546#1359083,VRY,water
PRS_00000001000_@1@1@water,457#12257#24657#37657#49807,PRS,water
SMG_00000001000_@1@1@water,20989#562935#1132438#1729497#2287518,SMG,water
WTF_00000001000_@1@1@water,458#12259#24661#37663#49814,WTF,water
AC1_00000001000_@1@2@air,37454#212235#410884,AC1,air
GYR_00000001000_@1@2@air,39811#225591#436740,GYR,air
CTB_00000001000_@1@2@air,91388#517866#1002580,CTB,air
CTR_00000001000_@1@2@air,90662#513750#994613,CTR,air
CV1_00000001000_@1@2@air,50432#285778#553262,CV1,air
VRY_00000001000_@1@2@air,51001#289000#559501,VRY,air
SMG_00000001000_@1@2@air,85543#484739#938448,SMG,air
AC1_00000001000_@1@2@water,9731#284164#520397#773720#1000906,AC1,water
GYR_00000001000_@1@2@water,10289#300464#550247#818100#1058318,GYR,water
CTB_00000001000_@1@2@water,22839#688899#1262248#1877073#2428464,CTB,water
CTR_00000001000_@1@2@water,23431#684240#1253068#1863045#2410088,CTR,water
CV1_00000001000_@1@2@water,12632#381037#698161#1038226#1343205,CV1,water
VRY_00000001000_@1@2@water,12772#385236#705856#1049669#1358009,VRY,water
PRS_00000001000_@1@2@water,484#14134#25884#38484#49784,PRS,water
SMG_00000001000_@1@2@water,21476#647795#1186934#1765075#2283567,SMG,water
WTF_00000001000_@1@2@water,484#14134#25884#38484#49784,WTF,water
AC1_00000001000_@1@3@air,41432#223172#408722,AC1,air
GYR_00000001000_@1@3@air,44055#237299#434594,GYR,air
CTB_00000001000_@1@3@air,101038#544233#996721,CTB,air
CTR_00000001000_@1@3@air,100317#540352#989613,CTR,air
CV1_00000001000_@1@3@air,55420#300412#550540,CV1,air
VRY_00000001000_@1@3@air,56100#304100#557300,VRY,air
SMG_00000001000_@1@3@air,95036#511905#937514,SMG,air
AC1_00000001000_@1@3@water,21010#271552#504989#751507#1013118,AC1,water
GYR_00000001000_@1@3@water,22236#287406#534472#795382#1072267,GYR,water
CTB_00000001000_@1@3@water,50991#659072#1225637#1823949#2458892,CTB,water
CTR_00000001000_@1@3@water,50562#653521#1215313#1808586#2438181,CTR,water
CV1_00000001000_@1@3@water,28188#364338#677538#1008287#1359287,CV1,water
VRY_00000001000_@1@3@water,28449#367712#683812#1017624#1371874,VRY,water
PRS_00000001000_@1@3@water,1044#13494#25095#37344#50344,PRS,water
SMG_00000001000_@1@3@water,47942#619657#1152339#1714870#2311842,SMG,water
WTF_00000001000_@1@3@water,1044#13494#25095#37344#50344,WTF,water
AC1_00000001000_@1@4@air,39265#255515#397517,AC1,air
GYR_00000001000_@1@4@air,41625#270873#421411,GYR,air
CTB_00000001000_@1@4@air,95640#622374#968257,CTB,air
CTR_00000001000_@1@4@air,94720#616392#958950,CTR,air
CV1_00000001000_@1@4@air,52625#342458#532778,CV1,air
VRY_00000001000_@1@4@air,53200#346200#538600,VRY,air
SMG_00000001000_@1@4@air,89696#583694#908080,SMG,air
AC1_00000001000_@1@4@water,45701#308316#536720#790279#1027739,AC1,water
GYR_00000001000_@1@4@water,48249#325505#566642#834337#1085035,GYR,water
CTB_00000001000_@1@4@water,110889#748097#1302297#1917532#2493705,CTB,water
CTR_00000001000_@1@4@water,110047#742417#1292409#1902973#2474771,CTR,water
CV1_00000001000_@1@4@water,61287#413465#719764#1059797#1378241,CV1,water
VRY_00000001000_@1@4@water,61948#417919#727519#1071215#1393090,VRY,water
PRS_00000001000_@1@4@water,2271#15321#26671#39271#51071,PRS,water
SMG_00000001000_@1@4@water,104229#703166#1224080#1802364#2343932,SMG,water
WTF_00000001000_@1@4@water,2271#15321#26671#39271#51071,WTF,water
AC1_00000001000_@1@5@air,19861#191245#389404,AC1,air
GYR_00000001000_@1@5@air,21133#203496#414348,GYR,air
CTB_00000001000_@1@5@air,48412#466186#949226,CTB,air
CTR_00000001000_@1@5@air,48122#463389#943530,CTR,air
CV1_00000001000_@1@5@air,26765#257731#524780,CV1,air
VRY_00000001000_@1@5@air,27000#260000#529400,VRY,air
SMG_00000001000_@1@5@air,45627#439365#894614,SMG,air
AC1_00000001000_@1@5@water,36561#288074#547636#775004#1052675,AC1,water
GYR_00000001000_@1@5@water,38684#304809#579450#820027#1113829,GYR,water
CTB_00000001000_@1@5@water,88757#699356#1329494#1881476#2555577,CTB,water
CTR_00000001000_@1@5@water,88045#693747#1318831#1866386#2535081,CTR,water
CV1_00000001000_@1@5@water,49013#386193#734164#1038975#1411222,CV1,water
VRY_00000001000_@1@5@water,49543#390370#742104#1050211#1426484,VRY,water
PRS_00000001000_@1@5@water,1817#14317#27217#38517#52317,PRS,water
SMG_00000001000_@1@5@water,83380#656987#1248949#1767489#2400751,SMG,water
WTF_00000001000_@1@5@water,1817#14316#27214#38512#52310,WTF,water
AC1_00000001000_@2@1@air,46075#216380#414606,AC1,air
GYR_00000001000_@2@1@air,49166#230897#442421,GYR,air
CTB_00000001000_@2@1@air,112173#529685#1015648,CTB,air
CTR_00000001000_@2@1@air,112030#526122#1008104,CTR,air
CV1_00000001000_@2@1@air,61977#292657#561156,CV1,air
VRY_00000001000_@2@1@air,62600#295600#566801,VRY,air
SMG_00000001000_@2@1@air,105204#496775#952543,SMG,air
AC1_00000001000_@2@1@water,20271#280378#508595#741794#1000905,AC1,water
GYR_00000001000_@2@1@water,21664#299647#543547#792773#1069691,GYR,water
CTB_00000001000_@2@1@water,49741#688004#1248012#1820247#2456064,CTB,water
CTR_00000001000_@2@1@water,49329#682311#1237686#1805187#2435743,CTR,water
CV1_00000001000_@2@1@water,27457#379774#688896#1004767#1355734,CV1,water
VRY_00000001000_@2@1@water,27762#383996#696554#1015937#1370806,VRY,water
PRS_00000001000_@2@1@water,1017#14068#25517#37217#50217,PRS,water
SMG_00000001000_@2@1@water,46727#646315#1172390#1709952#2307242,SMG,water
WTF_00000001000_@2@1@water,1017#14068#25517#37217#50217,WTF,water
AC1_00000001000_@2@2@air,27867#229038#403580,AC1,air
GYR_00000001000_@2@2@air,29838#245237#432122,GYR,air
CTB_00000001000_@2@2@air,68318#561512#989420,CTB,air
CTR_00000001000_@2@2@air,68358#561839#989995,CTR,air
CV1_00000001000_@2@2@air,37322#309641#545913,CV1,air
VRY_00000001000_@2@2@air,38100#316100#557300,VRY,air
SMG_00000001000_@2@2@air,63860#529819#934097,SMG,air
AC1_00000001000_@2@2@water,13369#244472#490517#755489#993565,AC1,water
GYR_00000001000_@2@2@water,14294#261389#524460#807768#1062319,GYR,water
CTB_00000001000_@2@2@water,32773#599330#1202518#1852105#2435757,CTB,water
CTR_00000001000_@2@2@water,32484#594043#1191909#1835765#2414268,CTR,water
CV1_00000001000_@2@2@water,18094#330896#663921#1022564#1344803,CV1,water
VRY_00000001000_@2@2@water,18281#334310#670772#1033116#1358680,VRY,water
PRS_00000001000_@2@2@water,671#12271#24621#37921#49871,PRS,water
SMG_00000001000_@2@2@water,30805#563344#1130314#1740896#2289503,SMG,water
WTF_00000001000_@2@2@water,671#12271#24621#37921#49871,WTF,water
AC1_00000001000_@2@3@air,21549#195989#387434,AC1,air
GYR_00000001000_@2@3@air,22996#209154#413457,GYR,air
CTB_00000001000_@2@3@air,52718#479474#947831,CTB,air
CTR_00000001000_@2@3@air,52190#474680#938354,CTR,air
CV1_00000001000_@2@3@air,29135#264982#523819,CV1,air
VRY_00000001000_@2@3@air,29400#267400#528600,VRY,air
SMG_00000001000_@2@3@air,49585#450983#891509,SMG,air
AC1_00000001000_@2@3@water,37986#296294#532576#771861#1017154,AC1,water
GYR_00000001000_@2@3@water,40343#314682#565627#819762#1080278,GYR,water
CTB_00000001000_@2@3@water,92628#722515#1298690#1882190#2480338,CTB,water
CTR_00000001000_@2@3@water,91798#716041#1287054#1865326#2458115,CTR,water
CV1_00000001000_@2@3@water,51201#399372#717854#1040385#1371012,CV1,water
VRY_00000001000_@2@3@water,51678#403094#724545#1050082#1383791,VRY,water
PRS_00000001000_@2@3@water,1897#14797#26598#38547#50797,PRS,water
SMG_00000001000_@2@3@water,87041#678934#1220355#1768659#2330728,SMG,water
WTF_00000001000_@2@3@water,1897#14797#26598#38547#50797,WTF,water
AC1_00000001000_@2@4@air,34859#220523#400904,AC1,air
GYR_00000001000_@2@4@air,37082#234592#426481,GYR,air
CTB_00000001000_@2@4@air,85364#540038#981772,CTB,air
CTR_00000001000_@2@4@air,84782#536358#975082,CTR,air
CV1_00000001000_@2@4@air,47129#298147#542023,CV1,air
VRY_00000001000_@2@4@air,47500#300500#546300,VRY,air
SMG_00000001000_@2@4@air,80271#507818#923197,SMG,air
AC1_00000001000_@2@4@water,18220#263218#501215#751213#989210,AC1,water
GYR_00000001000_@2@4@water,19395#280195#533543#799664#1053012,GYR,water
CTB_00000001000_@2@4@water,44532#643334#1225027#1836049#2417742,CTB,water
CTR_00000001000_@2@4@water,44180#638255#1215355#1821554#2398655,CTR,water
CV1_00000001000_@2@4@water,24572#354974#675937#1013082#1334045,CV1,water
VRY_00000001000_@2@4@water,24838#358817#683253#1024048#1348485,VRY,water
PRS_00000001000_@2@4@water,911#13161#25061#37561#49461,PRS,water
SMG_00000001000_@2@4@water,41839#604425#1150938#1725006#2271519,SMG,water
WTF_00000001000_@2@4@water,911#13161#25061#37561#49461,WTF,water
AC1_00000001000_@2@5@air,38169#212194#403694,AC1,air
GYR_00000001000_@2@5@air,40740#226489#430890,GYR,air
CTB_00000001000_@2@5@air,93524#519932#989160,CTB,air
CTR_00000001000_@2@5@air,92847#516168#981999,CTR,air
CV1_00000001000_@2@5@air,51688#287349#546676,CV1,air
VRY_00000001000_@2@5@air,52200#290200#552100,VRY,air
SMG_00000001000_@2@5@air,87958#488992#930297,SMG,air
AC1_00000001000_@2@5@water,14017#276456#511747#741004#1015509,AC1,water
GYR_00000001000_@2@5@water,14827#292429#541313#783816#1074181,GYR,water
CTB_00000001000_@2@5@water,34025#671062#1242200#1798693#2465020,CTB,water
CTR_00000001000_@2@5@water,33744#665527#1231954#1783857#2444687,CTR,water
CV1_00000001000_@2@5@water,18790#370579#685976#993286#1361249,CV1,water
VRY_00000001000_@2@5@water,18983#374392#693035#1003508#1375258,VRY,water
PRS_00000001000_@2@5@water,697#13747#25447#36847#50497,PRS,water
SMG_00000001000_@2@5@water,31984#630818#1167703#1690821#2317187,SMG,water
WTF_00000001000_@2@5@water,697#13740#25434#36827#50470,WTF,water
AC1_00000001000_@3@1@air,17289#215290#405533,AC1,air
GYR_00000001000_@3@1@air,18266#227459#428456,GYR,air
CTB_00000001000_@3@1@air,41991#522905#984978,CTB,air
CTR_00000001000_@3@1@air,41540#517289#974398,CTR,air
CV1_00000001000_@3@1@air,23155#288342#543140,CV1,air
VRY_00000001000_@3@1@air,23400#291400#548900,VRY,air
SMG_00000001000_@3@1@air,39407#490729#924369,SMG,air
AC1_00000001000_@3@1@water,52643#299061#521339#761722#1021214,AC1,water
