id,indices,key,state
AC1_10000000010_@2@1@water,22541#286913#519952#752012#989947,AC1,water
GYR_10000000010_@2@1@water,24529#312216#565807#818333#1077252,GYR,water
CTB_10000000010_@2@1@water,56287#716464#1298398#1877888#2472047,CTB,water
CTR_10000000010_@2@1@water,55790#710147#1286951#1861331#2450252,CTR,water
CV1_10000000010_@2@1@water,31079#395602#716921#1036891#1364961,CV1,water
VRY_10000000010_@2@1@water,31404#399728#724398#1047705#1379197,VRY,water
PRS_10000000010_@2@1@water,1151#14651#26551#38401#50551,PRS,water
SMG_10000000010_@2@1@water,52827#672422#1218583#1762450#2320085,SMG,water
WTF_10000000010_@2@1@water,1151#14651#26551#38401#50551,WTF,water
AC1_10000000010_@2@2@air,51205#339864#459461,AC1,air
GYR_10000000010_@2@2@air,55244#366675#495707,GYR,air
CTB_10000000010_@2@2@air,126722#841103#1137086,CTB,air
CTR_10000000010_@2@2@air,125711#834391#1128013,CTR,air
CV1_10000000010_@2@2@air,70095#465247#628967,CV1,air
VRY_10000000010_@2@2@air,70600#468600#633501,VRY,air
SMG_10000000010_@2@2@air,116987#776489#1049735,SMG,air
AC1_10000000010_@2@2@water,41764#290941#527414#759001#1002315,AC1,water
GYR_10000000010_@2@2@water,45509#317028#574704#827057#1092187,GYR,water
CTB_10000000010_@2@2@water,104332#726803#1317540#1896072#2503897,CTB,water
CTR_10000000010_@2@2@water,101984#719389#1305319#1879142#2482020,CTR,water
CV1_10000000010_@2@2@water,57197#400853#726991#1046389#1381960,CV1,water
VRY_10000000010_@2@2@water,57810#405153#734789#1057614#1396784,VRY,water
PRS_10000000010_@2@2@water,2137#14888#26987#38838#51287,PRS,water
SMG_10000000010_@2@2@water,98026#682874#1237907#1781472#2352559,SMG,water
WTF_10000000010_@2@2@water,2138#14889#26991#38843#51294,WTF,water
AC1_10000000010_@2@3@air,27454#213848#415558,AC1,air
GYR_10000000010_@2@3@air,29974#231182#448923,GYR,air
CTB_10000000010_@2@3@air,68931#531644#1032378,CTB,air
CTR_10000000010_@2@3@air,68213#526106#1021624,CTR,air
CV1_10000000010_@2@3@air,37696#293630#570595,CV1,air
VRY_10000000010_@2@3@air,38000#296000#575200,VRY,air
SMG_10000000010_@2@3@air,63442#489305#950162,SMG,air
AC1_10000000010_@2@3@water,33489#289888#509099#735160#987644,AC1,water
GYR_10000000010_@2@3@water,36457#315582#554223#800322#1075186,GYR,water
CTB_10000000010_@2@3@water,83568#723387#1270408#1834523#2464574,CTB,water
CTR_10000000010_@2@3@water,82886#717486#1260045#1819558#2444470,CTR,water
CV1_10000000010_@2@3@water,45819#399928#702677#1014887#1363589,CV1,water
VRY_10000000010_@2@3@water,46682#404089#709659#1024778#1376729,VRY,water
PRS_10000000010_@2@3@water,1711#14812#26011#37561#50461,PRS,water
SMG_10000000010_@2@3@water,78516#679660#1193616#1723632#2315598,SMG,water
WTF_10000000010_@2@3@water,1711#14812#26011#37561#50461,WTF,water
AC1_10000000010_@2@4@air,30574#210675#433550,AC1,air
GYR_10000000010_@2@4@air,32940#226981#467107,GYR,air
CTB_10000000010_@2@4@air,75702#521642#1073493,CTB,air
CTR_10000000010_@2@4@air,74865#515870#1061614,CTR,air
CV1_10000000010_@2@4@air,41822#288182#593053,CV1,air
VRY_10000000010_@2@4@air,42101#290100#597000,VRY,air
SMG_10000000010_@2@4@air,69987#482262#992452,SMG,air
AC1_10000000010_@2@4@water,11566#283590#503754#744465#984199,AC1,water
GYR_10000000010_@2@4@water,12571#308230#547523#809149#1069712,GYR,water
CTB_10000000010_@2@4@water,28870#707864#1257410#1858247#2456642,CTB,water
CTR_10000000010_@2@4@water,28635#702103#1247175#1843122#2436645,CTR,water
CV1_10000000010_@2@4@water,15955#391193#694893#1026938#1357634,CV1,water
VRY_10000000010_@2@4@water,16131#395523#702585#1038306#1372662,VRY,water
PRS_10000000010_@2@4@water,591#14491#25742#38041#50291,PRS,water
SMG_10000000010_@2@4@water,27132#665258#1181727#1746400#2308777,SMG,water
WTF_10000000010_@2@4@water,591#14491#25742#38041#50291,WTF,water
AC1_10000000010_@2@5@air,12884#197552#420298,AC1,air
GYR_10000000010_@2@5@air,14053#215472#458424,GYR,air
CTB_10000000010_@2@5@air,32258#494617#1052316,CTB,air
CTR_10000000010_@2@5@air,31915#489363#1041137,CTR,air
CV1_10000000010_@2@5@air,17828#273357#581577,CV1,air
VRY_10000000010_@2@5@air,18000#276000#587200,VRY,air
SMG_10000000010_@2@5@air,30237#463632#986394,SMG,air
AC1_10000000010_@2@5@water,34517#302585#523692#759475#992323,AC1,water
GYR_10000000010_@2@5@water,37540#329090#569565#826001#1079245,GYR,water
CTB_10000000010_@2@5@water,86170#755397#1307388#1896015#2477315,CTB,water
CTR_10000000010_@2@5@water,85466#749227#1296708#1880527#2457078,CTR,water
CV1_10000000010_@2@5@water,47601#417288#722213#1047376#1368491,CV1,water
VRY_10000000010_@2@5@water,48147#422074#730496#1059388#1384186,VRY,water
PRS_10000000010_@2@5@water,1764#15464#26764#38814#50714,PRS,water
SMG_10000000010_@2@5@water,80972#709829#1228522#1781641#2327875,SMG,water
WTF_10000000010_@2@5@water,1764#15464#26764#38814#50714,WTF,water
AC1_10000000010_@3@1@air,86130#251848#436536,AC1,air
GYR_10000000010_@3@1@air,93036#272041#471538,GYR,air
CTB_10000000010_@3@1@air,213412#624025#1081643,CTB,air
CTR_10000000010_@3@1@air,210667#616000#1067732,CTR,air
CV1_10000000010_@3@1@air,118042#345159#598276,CV1,air
VRY_10000000010_@3@1@air,118500#346500#600600,VRY,air
SMG_10000000010_@3@1@air,197152#576483#999236,SMG,air
AC1_10000000010_@3@1@water,55565#284219#511893#782745#1012381,AC1,water
GYR_10000000010_@3@1@water,60267#308274#555217#848994#1098065,GYR,water
CTB_10000000010_@3@1@water,138398#707923#1275005#1949636#2521606,CTB,water
CTR_10000000010_@3@1@water,137240#702001#1264338#1933326#2500511,CTR,water
CV1_10000000010_@3@1@water,76421#390901#704031#1076549#1392379,CV1,water
VRY_10000000010_@3@1@water,77201#394891#711218#1087539#1406593,VRY,water
PRS_10000000010_@3@1@water,2831#14481#26081#39881#51581,PRS,water
SMG_10000000010_@3@1@water,127250#650901#1172305#1792595#2318494,SMG,water
WTF_10000000010_@3@1@water,2831#14481#26081#39881#51581,WTF,water
AC1_10000000010_@3@2@air,44502#223082#411383,AC1,air
GYR_10000000010_@3@2@air,48581#243534#449099,GYR,air
CTB_10000000010_@3@2@air,111080#556833#1026852,CTB,air
CTR_10000000010_@3@2@air,110551#554183#1021965,CTR,air
CV1_10000000010_@3@2@air,61567#308631#569143,CV1,air
VRY_10000000010_@3@2@air,61801#309800#571300,VRY,air
SMG_10000000010_@3@2@air,104470#523699#965750,SMG,air
AC1_10000000010_@3@2@water,34068#282027#508425#747564#989642,AC1,water
GYR_10000000010_@3@2@water,37032#306567#552664#812610#1075753,GYR,water
CTB_10000000010_@3@2@water,84887#702731#1266849#1862714#2465906,CTB,water
CTR_10000000010_@3@2@water,84173#696823#1256198#1847054#2445175,CTR,water
CV1_10000000010_@3@2@water,46910#388338#700077#1029359#1362690,CV1,water
VRY_10000000010_@3@2@water,47375#392191#707022#1039571#1376209,VRY,water
PRS_10000000010_@3@2@water,1738#14388#25938#38138#50489,PRS,water
SMG_10000000010_@3@2@water,79823#660807#1191271#1751588#2318794,SMG,water
WTF_10000000010_@3@2@water,1739#14392#25946#38149#50502,WTF,water
AC1_10000000010_@3@3@air,37408#230204#410337,AC1,air
GYR_10000000010_@3@3@air,40458#248969#443787,GYR,air
CTB_10000000010_@3@3@air,93162#573302#1021911,CTB,air
CTR_10000000010_@3@3@air,92309#568050#1012549,CTR,air
CV1_10000000010_@3@3@air,51334#315898#563088,CV1,air
VRY_10000000010_@3@3@air,52000#320000#570400,VRY,air
SMG_10000000010_@3@3@air,85620#526892#939184,SMG,air
AC1_10000000010_@3@3@water,45567#294576#515154#780828#997485,AC1,water
GYR_10000000010_@3@3@water,49485#319906#559451#847970#1083257,GYR,water
CTB_10000000010_@3@3@water,113478#733600#1282921#1944547#2484102,CTB,water
CTR_10000000010_@3@3@water,112567#727713#1272626#1928943#2464168,CTR,water
CV1_10000000010_@3@3@water,62738#405579#709277#1075065#1373364,CV1,water
VRY_10000000010_@3@3@water,63322#409357#715884#1085078#1386155,VRY,water
PRS_10000000010_@3@3@water,2324#15024#26274#39824#50874,PRS,water
SMG_10000000010_@3@3@water,106736#690016#1206701#1829020#2336520,SMG,water
WTF_10000000010_@3@3@water,2324#15024#26274#39824#50874,WTF,water
AC1_10000000010_@3@4@air,39473#199808#372940,AC1,air
GYR_10000000010_@3@4@air,42906#217186#405377,GYR,air
CTB_10000000010_@3@4@air,98499#498596#930628,CTB,air
CTR_10000000010_@3@4@air,97645#494269#922552,CTR,air
CV1_10000000010_@3@4@air,54412#275430#514088,CV1,air
VRY_10000000010_@3@4@air,54900#277900#518700,VRY,air
SMG_10000000010_@3@4@air,92571#468585#874614,SMG,air
AC1_10000000010_@3@4@water,16801#260874#521611#732357#974470,AC1,water
GYR_10000000010_@3@4@water,18258#283498#566847#795869#1058978,GYR,water
CTB_10000000010_@3@4@water,41869#650113#1299883#1825073#2428431,CTB,water
CTR_10000000010_@3@4@water,41500#644376#1288413#1808969#2407003,CTR,water
CV1_10000000010_@3@4@water,23132#359173#718156#1008312#1341654,CV1,water
VRY_10000000010_@3@4@water,23354#362625#725059#1018003#1354548,VRY,water
PRS_10000000010_@3@4@water,857#13307#26607#37357#49707,PRS,water
SMG_10000000010_@3@4@water,39360#611156#1221989#1715708#2282910,SMG,water
WTF_10000000010_@3@4@water,857#13307#26607#37357#49707,WTF,water
AC1_10000000010_@3@5@air,36463#211222#390513,AC1,air
GYR_10000000010_@3@5@air,39578#229271#423882,GYR,air
CTB_10000000010_@3@5@air,90533#524446#969609,CTB,air
CTR_10000000010_@3@5@air,90114#522021#965125,CTR,air
CV1_10000000010_@3@5@air,50248#291081#538157,CV1,air
VRY_10000000010_@3@5@air,50700#293700#543000,VRY,air
SMG_10000000010_@3@5@air,85151#493269#911968,SMG,air
AC1_10000000010_@3@5@water,19400#281716#504880#757408#978615,AC1,water
GYR_10000000010_@3@5@water,21102#306423#549160#823835#1064442,GYR,water
CTB_10000000010_@3@5@water,48430#703273#1260378#1890787#2443005,CTB,water
CTR_10000000010_@3@5@water,48025#697394#1249843#1874982#2422584,CTR,water
CV1_10000000010_@3@5@water,26730#388165#695653#1043601#1348392,CV1,water
VRY_10000000010_@3@5@water,27024#392427#703291#1055060#1363198,VRY,water
PRS_10000000010_@3@5@water,991#14391#25791#38691#49991,PRS,water
SMG_10000000010_@3@5@water,44569#647210#1159905#1740060#2248257,SMG,water
WTF_10000000010_@3@5@water,991#14391#25791#38691#49991,WTF,water
AC1_10000001000_@1@1@air,19955#228832#380581,AC1,air
GYR_10000001000_@1@1@air,21121#242198#402810,GYR,air
CTB_10000001000_@1@1@air,47701#555187#923876,CTB,air
CTR_10000001000_@1@1@air,47999#550421#915432,CTR,air
CV1_10000001000_@1@1@air,26316#306290#509692,CV1,air
VRY_10000001000_@1@1@air,26600#309600#515201,VRY,air
SMG_10000001000_@1@1@air,44768#521059#867085,SMG,air
AC1_10000001000_@1@1@water,31212#303888#538329#779814#1023310,AC1,water
GYR_10000001000_@1@1@water,33030#321583#569676#825221#1082896,GYR,water
CTB_10000001000_@1@1@water,75763#737649#1306725#1892897#2483954,CTB,water
CTR_10000001000_@1@1@water,75115#731334#1295537#1876691#2462688,CTR,water
CV1_10000001000_@1@1@water,41788#406856#720734#1044042#1370044,CV1,water
VRY_10000001000_@1@1@water,42316#411997#729841#1057234#1387355,VRY,water
PRS_10000001000_@1@1@water,1551#15101#26752#38751#50851,PRS,water
SMG_10000001000_@1@1@water,71233#693542#1228590#1779712#2335427,SMG,water
WTF_10000001000_@1@1@water,1551#15101#26752#38751#50851,WTF,water
AC1_10000001000_@1@2@air,51267#238430#420119,AC1,air
GYR_10000001000_@1@2@air,54337#252707#445275,GYR,air
CTB_10000001000_@1@2@air,124688#579897#1021792,CTB,air
CTR_10000001000_@1@2@air,123600#574838#1012877,CTR,air
CV1_10000001000_@1@2@air,68807#320005#563856,CV1,air
VRY_10000001000_@1@2@air,69301#322300#567900,VRY,air
SMG_10000001000_@1@2@air,117292#545499#961181,SMG,air
AC1_10000001000_@1@2@water,11908#265778#506552#747325#1004217,AC1,water
GYR_10000001000_@1@2@water,12598#281177#535901#790624#1062401,GYR,water
CTB_10000001000_@1@2@water,28850#643927#1227273#1810619#2433017,CTB,water
CTR_10000001000_@1@2@water,28604#638424#1216785#1795147#2412227,CTR,water
CV1_10000001000_@1@2@water,15926#355463#677483#999503#1343082,CV1,water
VRY_10000001000_@1@2@water,16099#359306#684808#1010310#1357603,VRY,water
PRS_10000001000_@1@2@water,591#13191#25141#37091#49841,PRS,water
SMG_10000001000_@1@2@water,27118#605247#1153552#1701857#2286869,SMG,water
WTF_10000001000_@1@2@water,591#13190#25138#37087#49835,WTF,water
AC1_10000001000_@1@3@air,33735#232003#405116,AC1,air
GYR_10000001000_@1@3@air,35655#245205#428170,GYR,air
CTB_10000001000_@1@3@air,81903#563262#983554,CTB,air
CTR_10000001000_@1@3@air,81083#557623#973707,CTR,air
CV1_10000001000_@1@3@air,45097#310138#541555,CV1,air
VRY_10000001000_@1@3@air,45600#313600#547600,VRY,air
SMG_10000001000_@1@3@air,76862#528591#923011,SMG,air
AC1_10000001000_@1@3@water,16219#279475#506420#749503#1010741,AC1,water
GYR_10000001000_@1@3@water,17141#295348#535182#792071#1068147,GYR,water
CTB_10000001000_@1@3@water,39280#676838#1226458#1815161#2447834,CTB,water
CTR_10000001000_@1@3@water,38954#671224#1216284#1800103#2427528,CTR,water
CV1_10000001000_@1@3@water,21686#373668#677101#1002111#1351396,CV1,water
VRY_10000001000_@1@3@water,21920#377706#684417#1012939#1365998,VRY,water
PRS_10000001000_@1@3@water,804#13854#25104#37154#50104,PRS,water
SMG_10000001000_@1@3@water,36926#636269#1152944#1706360#2301111,SMG,water
WTF_10000001000_@1@3@water,804#13853#25101#37150#50098,WTF,water
AC1_10000001000_@1@4@air,17325#237955#405131,AC1,air
GYR_10000001000_@1@4@air,18316#251569#428309,GYR,air
CTB_10000001000_@1@4@air,41908#575599#979986,CTB,air
CTR_10000001000_@1@4@air,41574#571014#972181,CTR,air
CV1_10000001000_@1@4@air,23127#317640#540798,CV1,air
VRY_10000001000_@1@4@air,23400#321400#547200,VRY,air
SMG_10000001000_@1@4@air,39435#541630#922153,SMG,air
AC1_10000001000_@1@4@water,27688#288438#527294#763163#1012966,AC1,water
GYR_10000001000_@1@4@water,29295#308384#564038#816497#1083869,GYR,water
CTB_10000001000_@1@4@water,67142#706800#1292745#1871367#2484169,CTB,water
CTR_10000001000_@1@4@water,66622#701322#1282727#1856864#2464917,CTR,water
CV1_10000001000_@1@4@water,37068#390209#713698#1033143#1371457,CV1,water
VRY_10000001000_@1@4@water,37531#395087#722620#1046058#1388602,VRY,water
PRS_10000001000_@1@4@water,1391#14491#26491#38341#50891,PRS,water
SMG_10000001000_@1@4@water,63118#664433#1215256#1759194#2335263,SMG,water
WTF_10000001000_@1@4@water,1376#14479#26483#38336#50889,WTF,water
AC1_10000001000_@1@5@air,39466#215363#408333,AC1,air
GYR_10000001000_@1@5@air,41711#227611#431554,GYR,air
CTB_10000001000_@1@5@air,95681#522124#989958,CTB,air
CTR_10000001000_@1@5@air,95112#519016#984063,CTR,air
CV1_10000001000_@1@5@air,52775#287986#546026,CV1,air
VRY_10000001000_@1@5@air,53400#291400#552500,VRY,air
SMG_10000001000_@1@5@air,90042#491352#931613,SMG,air
AC1_10000001000_@1@5@water,16217#281456#531566#772600#1030779,AC1,water
GYR_10000001000_@1@5@water,17122#297162#561230#815715#1088302,GYR,water
CTB_10000001000_@1@5@water,39254#681269#1286668#1870096#2495023,CTB,water
CTR_10000001000_@1@5@water,38928#675616#1275991#1854578#2474320,CTR,water
CV1_10000001000_@1@5@water,21680#376258#710613#1032835#1377976,CV1,water
VRY_10000001000_@1@5@water,21907#380208#718074#1043679#1392443,VRY,water
PRS_10000001000_@1@5@water,804#13954#26354#38304#51104,PRS,water
SMG_10000001000_@1@5@water,36911#640609#1209876#1758484#2346114,SMG,water
WTF_10000001000_@1@5@water,804#13954#26354#38304#51104,WTF,water
AC1_10000001000_@2@1@air,31107#210651#401870,AC1,air
GYR_10000001000_@2@1@air,32854#222487#424449,GYR,air
CTB_10000001000_@2@1@air,75403#510625#974145,CTB,air
CTR_10000001000_@2@1@air,74884#507106#967432,CTR,air
CV1_10000001000_@2@1@air,41602#281726#537462,CV1,air
VRY_10000001000_@2@1@air,42100#285100#543900,VRY,air
SMG_10000001000_@2@1@air,70969#480597#916860,SMG,air
AC1_10000001000_@2@1@water,48974#312879#526421#791333#1029050,AC1,water
GYR_10000001000_@2@1@water,51729#330480#556035#835850#1086939,GYR,water
CTB_10000001000_@2@1@water,118654#758044#1275413#1917244#2493183,CTB,water
CTR_10000001000_@2@1@water,117702#751962#1265180#1901861#2473180,CTR,water
CV1_10000001000_@2@1@water,65535#418681#704433#1058927#1377028,CV1,water
VRY_10000001000_@2@1@water,66243#423209#712051#1070379#1391920,VRY,water
PRS_10000001000_@2@1@water,2431#15531#26131#39281#51081,PRS,water
SMG_10000001000_@2@1@water,111572#712802#1199294#1802818#2344384,SMG,water
WTF_10000001000_@2@1@water,2431#15531#26131#39281#51081,WTF,water
AC1_10000001000_@2@2@air,45524#213749#404035,AC1,air
GYR_10000001000_@2@2@air,48158#226115#427410,GYR,air
CTB_10000001000_@2@2@air,110607#519329#981651,CTB,air
CTR_10000001000_@2@2@air,109574#514480#972485,CTR,air
CV1_10000001000_@2@2@air,61019#286499#541549,CV1,air
VRY_10000001000_@2@2@air,61700#289700#547601,VRY,air
SMG_10000001000_@2@2@air,103789#487318#921144,SMG,air
AC1_10000001000_@2@2@water,33341#299945#524296#790900#1024304,AC1,water
GYR_10000001000_@2@2@water,35297#317542#555053#837298#1084395,GYR,water
CTB_10000001000_@2@2@water,80844#727303#1271304#1917763#2483719,CTB,water
CTR_10000001000_@2@2@water,80228#721759#1261612#1903143#2464785,CTR,water
CV1_10000001000_@2@2@water,44644#401628#702034#1059019#1371549,CV1,water
VRY_10000001000_@2@2@water,45136#406059#709780#1070703#1386681,VRY,water
PRS_10000001000_@2@2@water,1657#14907#26057#39307#50907,PRS,water
SMG_10000001000_@2@2@water,76028#683972#1195563#1803507#2335745,SMG,water
WTF_10000001000_@2@2@water,1657#14907#26057#39307#50907,WTF,water
AC1_10000001000_@2@3@air,21656#179083#359791,AC1,air
GYR_10000001000_@2@3@air,22895#189327#380373,GYR,air
CTB_10000001000_@2@3@air,52489#434063#872067,CTB,air
CTR_10000001000_@2@3@air,52134#431126#866167,CTR,air
CV1_10000001000_@2@3@air,28624#239645#481874,CV1,air
VRY_10000001000_@2@3@air,29300#242300#486801,VRY,air
SMG_10000001000_@2@3@air,49362#408200#820106,SMG,air
AC1_10000001000_@2@3@water,36081#304153#534496#786682#1022983,AC1,water
GYR_10000001000_@2@3@water,38716#326364#573529#844131#1097688,GYR,water
CTB_10000001000_@2@3@water,88807#748622#1315575#1936290#2517905,CTB,water
CTR_10000001000_@2@3@water,88097#742636#1305055#1920806#2497770,CTR,water
CV1_10000001000_@2@3@water,49059#413557#726755#1069653#1390950,CV1,water
VRY_10000001000_@2@3@water,49570#417865#734326#1080797#1405442,VRY,water
PRS_10000001000_@2@3@water,1817#15317#26917#39617#51517,PRS,water
SMG_10000001000_@2@3@water,83507#703945#1237063#1820735#2367640,SMG,water
WTF_10000001000_@2@3@water,1817#15317#26917#39617#51517,WTF,water
AC1_10000001000_@2@4@air,48118#216640#417757,AC1,air
GYR_10000001000_@2@4@air,50836#228876#441352,GYR,air
CTB_10000001000_@2@4@air,116693#525387#1013132,CTB,air
CTR_10000001000_@2@4@air,115615#520532#1003768,CTR,air
CV1_10000001000_@2@4@air,64720#291386#561894,CV1,air
VRY_10000001000_@2@4@air,65100#293100#565200,VRY,air
SMG_10000001000_@2@4@air,109754#494142#952880,SMG,air
AC1_10000001000_@2@4@water,12955#270436#509813#771317#1011699,AC1,water
GYR_10000001000_@2@4@water,13717#286338#539791#816672#1071190,GYR,water
CTB_10000001000_@2@4@water,31450#656539#1237677#1872533#2456112,CTB,water
CTR_10000001000_@2@4@water,31181#650924#1227091#1856517#2435104,CTR,water
CV1_10000001000_@2@4@water,17373#362667#683682#1034371#1356735,CV1,water
VRY_10000001000_@2@4@water,17548#366321#690570#1044792#1370404,VRY,water
PRS_10000001000_@2@4@water,644#13444#25344#38344#50295,PRS,water
SMG_10000001000_@2@4@water,29561#617102#1163331#1760053#2308577,SMG,water
WTF_10000001000_@2@4@water,644#13443#25341#38339#50288,WTF,water
AC1_10000001000_@2@5@air,11127#182817#390982,AC1,air
GYR_10000001000_@2@5@air,11747#193003#412766,GYR,air
CTB_10000001000_@2@5@air,27134#445822#953458,CTB,air
CTR_10000001000_@2@5@air,26060#439362#940468,CTR,air
CV1_10000001000_@2@5@air,14917#245082#524146,CV1,air
VRY_10000001000_@2@5@air,15100#248100#530600,VRY,air
SMG_10000001000_@2@5@air,25381#417016#891852,SMG,air
AC1_10000001000_@2@5@water,10289#288148#511643#758293#1003937,AC1,water
GYR_10000001000_@2@5@water,10888#304926#541435#802447#1062394,GYR,water
CTB_10000001000_@2@5@water,24952#698781#1240774#1838919#2434623,CTB,water
CTR_10000001000_@2@5@water,24752#693175#1230820#1824166#2415091,CTR,water
CV1_10000001000_@2@5@water,13790#386178#685708#1016270#1345482,CV1,water
VRY_10000001000_@2@5@water,13940#390396#693197#1027369#1360178,VRY,water
PRS_10000001000_@2@5@water,511#14312#25411#37661#49861,PRS,water
SMG_10000001000_@2@5@water,23460#656997#1166582#1728961#2289045,SMG,water
WTF_10000001000_@2@5@water,511#14312#25411#37661#49861,WTF,water
AC1_10000001000_@3@1@air,38591#229323#413180,AC1,air
GYR_10000001000_@3@1@air,40768#242265#436498,GYR,air
CTB_10000001000_@3@1@air,93524#555766#1001345,CTB,air
CTR_10000001000_@3@1@air,92847#551746#994102,CTR,air
CV1_10000001000_@3@1@air,51662#307003#553140,CV1,air
VRY_10000001000_@3@1@air,52200#310200#558900,VRY,air
SMG_10000001000_@3@1@air,87955#522674#941723,SMG,air
AC1_10000001000_@3@1@water,50452#324881#574453#810104#1055698,AC1,water
GYR_10000001000_@3@1@water,53977#347583#614595#866713#1129469,GYR,water
CTB_10000001000_@3@1@water,123894#797814#1410690#1989382#2592492,CTB,water
CTR_10000001000_@3@1@water,122852#791102#1398822#1972645#2570681,CTR,water
CV1_10000001000_@3@1@water,68392#440407#778725#1098173#1431100,CV1,water
VRY_10000001000_@3@1@water,69140#445225#787245#1110188#1446757,VRY,water
PRS_10000001000_@3@1@water,2537#16338#28887#40738#53087,PRS,water
SMG_10000001000_@3@1@water,116454#749900#1325968#1869906#2436794,SMG,water
WTF_10000001000_@3@1@water,2537#16338#28887#40738#53087,WTF,water
AC1_10000001000_@3@2@air,21210#189703#391970,AC1,air
GYR_10000001000_@3@2@air,22399#200337#413941,GYR,air
CTB_10000001000_@3@2@air,51450#460178#950830,CTB,air
CTR_10000001000_@3@2@air,51214#458065#946464,CTR,air
CV1_10000001000_@3@2@air,28384#253867#524546,CV1,air
VRY_10000001000_@3@2@air,28700#256700#530400,VRY,air
SMG_10000001000_@3@2@air,48326#432234#893092,SMG,air
AC1_10000001000_@3@2@water,27540#294867#524870#771012#1024216,AC1,water
GYR_10000001000_@3@2@water,29028#310794#553219#812657#1079537,GYR,water
CTB_10000001000_@3@2@water,66633#713431#1269921#1865464#2478091,CTB,water
CTR_10000001000_@3@2@water,66091#707632#1259599#1850300#2457948,CTR,water
CV1_10000001000_@3@2@water,36791#393916#701178#1030002#1368260,CV1,water
VRY_10000001000_@3@2@water,37182#398104#708632#1040952#1382806,VRY,water
PRS_10000001000_@3@2@water,1365#14615#26015#38215#50765,PRS,water
SMG_10000001000_@3@2@water,62649#670770#1193984#1753915#2329910,SMG,water
WTF_10000001000_@3@2@water,1365#14615#26015#38215#50765,WTF,water
AC1_10000001000_@3@3@air,29712#197806#394505,AC1,air
GYR_10000001000_@3@3@air,31363#208800#416432,GYR,air
CTB_10000001000_@3@3@air,71997#479323#955966,CTB,air
CTR_10000001000_@3@3@air,71418#475470#948280,CTR,air
CV1_10000001000_@3@3@air,39714#264398#527318,CV1,air
VRY_10000001000_@3@3@air,40300#268300#535100,VRY,air
SMG_10000001000_@3@3@air,67617#450165#897812,SMG,air
AC1_10000001000_@3@3@water,17303#311060#584627#796616#1036871,AC1,water
GYR_10000001000_@3@3@water,18250#328090#616634#840230#1093638,GYR,water
CTB_10000001000_@3@3@water,41847#752311#1413946#1926652#2507719,CTB,water
CTR_10000001000_@3@3@water,41547#746915#1403804#1912833#2489732,CTR,water
CV1_10000001000_@3@3@water,23140#415996#781852#1065357#1386662,CV1,water
VRY_10000001000_@3@3@water,23375#420227#789804#1076192#1400765,VRY,water
PRS_10000001000_@3@3@water,857#15407#28957#39457#51357,PRS,water
SMG_10000001000_@3@3@water,39339#707218#1329194#1811169#2357407,SMG,water
WTF_10000001000_@3@3@water,857#15407#28957#39457#51357,WTF,water
AC1_10000001000_@3@4@air,19166#195277#375532,AC1,air
GYR_10000001000_@3@4@air,20219#206007#396167,GYR,air
CTB_10000001000_@3@4@air,46478#473565#910702,CTB,air
CTR_10000001000_@3@4@air,46013#468828#901593,CTR,air
CV1_10000001000_@3@4@air,25646#261307#502513,CV1,air
VRY_10000001000_@3@4@air,25900#263900#507500,VRY,air
SMG_10000001000_@3@4@air,43592#444163#854160,SMG,air
AC1_10000001000_@3@4@water,23734#298981#540956#769824#1017848,AC1,water
GYR_10000001000_@3@4@water,25062#315709#571222#812895#1074796,GYR,water
CTB_10000001000_@3@4@water,57479#724079#1310100#1864378#2465050,CTB,water
CTR_10000001000_@3@4@water,57026#718362#1299756#1849659#2445588,CTR,water
CV1_10000001000_@3@4@water,31707#399413#722672#1028420#1359760,CV1,water
VRY_10000001000_@3@4@water,32083#404155#731252#1040630#1375904,VRY,water
PRS_10000001000_@3@4@water,1177#14827#26827#38177#50477,PRS,water
SMG_10000001000_@3@4@water,54011#680386#1231045#1751877#2316302,SMG,water
WTF_10000001000_@3@4@water,1177#14827#26827#38177#50477,WTF,water
AC1_10000001000_@3@5@air,31129#234435#399314,AC1,air
GYR_10000001000_@3@5@air,32675#246075#419141,GYR,air
CTB_10000001000_@3@5@air,75063#565306#962887,CTB,air
CTR_10000001000_@3@5@air,74402#560326#954405,CTR,air
CV1_10000001000_@3@5@air,41427#311987#531407,CV1,air
VRY_10000001000_@3@5@air,41800#314800#536201,VRY,air
SMG_10000001000_@3@5@air,70594#531645#905552,SMG,air
AC1_10000001000_@3@5@water,25382#295953#521092#771471#1017812,AC1,water
GYR_10000001000_@3@5@water,26729#311665#548757#812429#1071848,GYR,water
CTB_10000001000_@3@5@water,61394#715871#1260454#1866090#2461957,CTB,water
CTR_10000001000_@3@5@water,60853#709554#1249332#1849623#2440232,CTR,water
CV1_10000001000_@3@5@water,33857#394776#695094#1029079#1357677,CV1,water
VRY_10000001000_@3@5@water,34250#399359#703163#1041026#1373439,VRY,water
PRS_10000001000_@3@5@water,1257#14657#25807#38207#50407,PRS,water
SMG_10000001000_@3@5@water,57715#672975#1184926#1754270#2314431,SMG,water
WTF_10000001000_@3@5@water,1257#14657#25807#38207#50407,WTF,water
AC1_10000100000_@1@1@air,14989#190712#390726,AC1,air
GYR_10000100000_@1@1@air,16160#201634#412747,GYR,air
